study_year,poverty_families,poverty_individuals,median_income_2018,total_population,median_center_infant,median_family_infant,county_name,state_name,state_abbreviation
2013,13.8,15.1,41742,3068,115,101.9,Cochran County,Texas,TX
2014,13.4,15.9,43535.26,3031,108.25,95.05,Cochran County,Texas,TX
2015,15.4,20,41459.78,2993,112.35,97.95,Cochran County,Texas,TX
2016,17.5,19.6,40556.25,2955,122.85,110.45,Cochran County,Texas,TX
2017,21.2,24.8,38625,2932,132.8,114.5,Cochran County,Texas,TX
2018,19.2,23.9,42798,2904,132.8,117.8,Cochran County,Texas,TX
2008,11.12,18.24,37833.08,3532,NA,NA,Coke County,Texas,TX
2009,11.3,18.9,39048.75,3491,104.93,96.03,Coke County,Texas,TX
2010,8.3,15.1,44894.32,3301,105.15,94.7,Coke County,Texas,TX
2011,9.4,13.6,44800,3406,105.38,93.38,Coke County,Texas,TX
2012,9.7,13.4,44928.4,3298,105.6,92.05,Coke County,Texas,TX
2013,8.3,11,44058.6,3271,114.35,100.35,Coke County,Texas,TX
2014,9.5,11.9,43271.32,3260,110,97.65,Coke County,Texas,TX
2015,7.5,11.6,45015.02,3238,110,96.9,Coke County,Texas,TX
2016,9.9,17.2,43843.8,3228,114.9,105.5,Coke County,Texas,TX
2017,9.1,16.6,43775,3238,115.8,105.85,Coke County,Texas,TX
2018,8.4,15.8,45551,3275,118.6,109.1,Coke County,Texas,TX
2008,22.43,29.86,31428.48,8615,NA,NA,Coleman County,Texas,TX
2009,23.3,31.1,32219.46,8538,86.82,79.03,Coleman County,Texas,TX
2010,19.8,29.4,31263.16,8857,92.25,82.25,Coleman County,Texas,TX
2011,20.5,30.8,31259.2,8840,97.68,85.48,Coleman County,Texas,TX
2012,18.9,30,33759,8817,103.1,88.7,Coleman County,Texas,TX
2013,17.8,27.6,33882.84,8744,110.05,94.2,Coleman County,Texas,TX
2014,14.2,20.9,36773.52,8656,105.15,89.6,Coleman County,Texas,TX
2015,14.9,22.6,37265.36,8536,110.9,94,Coleman County,Texas,TX
2016,12.2,18.3,44151.45,8476,110.25,98.1,Coleman County,Texas,TX
2017,14,20.3,42028.12,8422,116.8,102.9,Coleman County,Texas,TX
2018,13.6,19.4,43981,8391,128.25,109.65,Coleman County,Texas,TX
2008,4.2,6.5,93380,730176,NA,NA,Collin County,Texas,TX
2009,4.3,6.4,94237.65,729514,140.35,127.4,Collin County,Texas,TX
2010,4.8,6.9,93384.64,738745,151.45,135.25,Collin County,Texas,TX
2011,5.2,7.3,92688.96,764424,162.55,143.1,Collin County,Texas,TX
2012,5.4,7.5,91561.8,788580,173.65,150.95,Collin County,Texas,TX
2013,5.8,7.8,89382.96,811308,162.7,139.4,Collin County,Texas,TX
2014,5.8,7.9,89286.98,836947,163.7,140.9,Collin County,Texas,TX
2015,5.7,7.6,89819.1,862215,178.6,151.65,Collin County,Texas,TX
2016,5.2,7.1,90497.4,886633,179.25,160.3,Collin County,Texas,TX
2017,5.1,6.9,92827.72,914075,178.85,156.35,Collin County,Texas,TX
2018,4.7,6.6,94192,944350,181.55,158.1,Collin County,Texas,TX
2008,15.96,17.54,43652.72,3017,NA,NA,Collingsworth County,Texas,TX
2009,16.1,17.4,46243.08,2993,105.9,97.28,Collingsworth County,Texas,TX
2010,16,20.8,46065.92,3009,109.55,98.45,Collingsworth County,Texas,TX
2011,21.5,26.8,43400,3036,113.2,99.63,Collingsworth County,Texas,TX
2012,20.5,24.6,46134,3050,116.85,100.8,Collingsworth County,Texas,TX
2013,17.1,20.4,44902.08,3061,123.15,108.6,Collingsworth County,Texas,TX
2014,19,22,45365.88,3053,118,102.2,Collingsworth County,Texas,TX
2015,18.7,22.6,42127.58,3058,124.5,107.85,Collingsworth County,Texas,TX
2016,17.4,19.7,42269.85,3032,120.1,109.2,Collingsworth County,Texas,TX
2017,12.1,15,47738.44,3026,137.6,116.7,Collingsworth County,Texas,TX
2018,13.5,15.9,42750,2996,142.6,124.55,Collingsworth County,Texas,TX
2008,13.3,16.1,44258.9,20567,NA,NA,Colorado County,Texas,TX
2009,11.2,15.6,45666.27,20554,127.2,115.08,Colorado County,Texas,TX
2010,11.7,15.2,47728.2,20751,133.35,117.9,Colorado County,Texas,TX
2011,11.9,15.7,48442.24,20792,139.5,120.73,Colorado County,Texas,TX
2012,14.1,16.8,47600.3,20784,145.65,123.55,Colorado County,Texas,TX
2013,13.3,16.6,48757.68,20776,150.7,126.7,Colorado County,Texas,TX
2014,13.1,17.4,47977.72,20771,156.55,131.25,Colorado County,Texas,TX
2015,10.9,15.1,49415.08,20757,150.7,127.15,Colorado County,Texas,TX
2016,9.9,14,47667.9,20792,160.2,141.05,Colorado County,Texas,TX
2017,8.7,12,51748.23,20913,171.8,149.5,Colorado County,Texas,TX
2018,7.4,10.8,49504,21022,175.65,152.45,Colorado County,Texas,TX
2008,6,10.4,71441.45,104722,NA,NA,Comal County,Texas,TX
2009,5.2,9,74346.48,104960,127.95,117.25,Comal County,Texas,TX
2010,6,10,75112.32,102836,133.5,120.3,Comal County,Texas,TX
2011,5.9,9.5,73383.52,106111,139.05,123.35,Comal County,Texas,TX
2012,6.9,9.9,69828,108985,144.6,126.4,Comal County,Texas,TX
2013,7.2,10.2,71106.12,112083,149.4,131.45,Comal County,Texas,TX
2014,7.8,10.6,68886.22,115808,144.15,125.95,Comal County,Texas,TX
2015,6.5,8.8,69782.98,119632,152.3,131.1,Comal County,Texas,TX
2016,6.8,9.2,73149.3,124234,150.65,134,Comal County,Texas,TX
2017,6.5,9.2,75864.65,129100,165.65,147,Comal County,Texas,TX
2018,5.7,8.2,75356,135097,166.65,147.95,Comal County,Texas,TX
2008,16.57,20.41,38456.77,13574,NA,NA,Comanche County,Texas,TX
2009,16.9,20.8,39859.56,13517,86.82,79.03,Comanche County,Texas,TX
2010,16.4,22.1,40852.88,13863,92.25,82.25,Comanche County,Texas,TX
2011,16.3,23.4,40685.12,13878,97.68,85.48,Comanche County,Texas,TX
2012,17.7,26.4,40258.9,13875,103.1,88.7,Comanche County,Texas,TX
2013,18.2,26.4,38901.6,13829,110.05,94.2,Comanche County,Texas,TX
2014,16.8,25.7,37833.52,13755,105.15,89.6,Comanche County,Texas,TX
2015,16,23.2,39718.2,13623,110.9,94,Comanche County,Texas,TX
2016,15,21.3,41006.7,13506,110.25,98.1,Comanche County,Texas,TX
2017,13.5,18.2,43691.57,13492,116.8,102.9,Comanche County,Texas,TX
2018,12.3,16.2,47893,13495,128.25,109.65,Comanche County,Texas,TX
2008,12.3,17.5,50639.99,3650,NA,NA,Concho County,Texas,TX
2009,12.9,18.2,53381.25,3610,104.93,96.03,Concho County,Texas,TX
2010,16.1,20,56913.08,4047,105.15,94.7,Concho County,Texas,TX
2011,17.8,21.7,52111.36,4074,105.38,93.38,Concho County,Texas,TX
2012,17.6,18.7,55305.8,4073,105.6,92.05,Concho County,Texas,TX
2013,17.8,16.5,55523.88,4070,114.35,100.35,Concho County,Texas,TX
2014,11.2,13.1,56014.64,4091,110,97.65,Concho County,Texas,TX
2015,8.4,11.1,51270.08,4086,110,96.9,Concho County,Texas,TX
2016,11.4,10.6,50941.8,4142,114.9,105.5,Concho County,Texas,TX
2017,8.3,8.5,48096.88,3858,115.8,105.85,Concho County,Texas,TX
2018,8.8,7.3,43355,4233,118.6,109.1,Concho County,Texas,TX
2008,12.5,12.1,57941.6,38355,NA,NA,Cooke County,Texas,TX
2009,12.3,13.6,58535.1,38424,112.45,100.53,Cooke County,Texas,TX
2010,11.8,13.6,56722.84,38316,113.85,100.9,Cooke County,Texas,TX
2011,11.4,13.6,56197.12,38344,115.25,101.28,Cooke County,Texas,TX
2012,11.1,13.9,54708.5,38427,116.65,101.65,Cooke County,Texas,TX
2013,11.8,14.8,54072.36,38484,123.75,108.45,Cooke County,Texas,TX
2014,12.3,14.5,54295.32,38558,123.3,107,Cooke County,Texas,TX
2015,11.2,13.9,55550.36,38761,122.1,105.3,Cooke County,Texas,TX
2016,11,15,59082.45,38878,125.35,113.6,Cooke County,Texas,TX
2017,10.6,13.9,61827.81,39064,139.65,123.4,Cooke County,Texas,TX
2018,10.3,14,57646,39571,145.7,128.35,Cooke County,Texas,TX
2008,11.7,13.4,55464.5,72095,NA,NA,Coryell County,Texas,TX
2009,13.7,14.9,53443.26,72617,97.13,88.75,Coryell County,Texas,TX
2010,11.4,13.2,54953.84,74082,100.75,91.1,Coryell County,Texas,TX
2011,12.4,14.1,54790.4,74948,104.38,93.45,Coryell County,Texas,TX
2012,11.1,13.3,55114.4,75728,108,95.8,Coryell County,Texas,TX
2013,10.6,13.4,53804.52,75966,117.4,104.25,Coryell County,Texas,TX
2014,9.4,12.6,52769.98,76276,110.15,96.3,Coryell County,Texas,TX
2015,10.7,13.8,52300.4,76128,112.45,98.7,Coryell County,Texas,TX
2016,11.2,14.1,51738.75,75710,110.65,100.7,Coryell County,Texas,TX
2017,10.5,13.3,52390.95,75818,124.5,111.1,Coryell County,Texas,TX
2018,10.9,13.5,51440,75389,132.55,116.6,Coryell County,Texas,TX
2008,8.1,13.24,35971.74,1719,NA,NA,Cottle County,Texas,TX
2009,7.4,12.6,37450.53,1696,96.4,86.58,Cottle County,Texas,TX
2010,6.3,10.9,39276.44,1618,99.5,88.4,Cottle County,Texas,TX
2011,6.9,13.3,43722.56,1693,102.6,90.23,Cottle County,Texas,TX
2012,10.1,15.3,38247,1600,105.7,92.05,Cottle County,Texas,TX
2013,10.3,15.4,37410.12,1546,111.1,96.2,Cottle County,Texas,TX
2014,12.2,20.4,36922.98,1596,104.4,89.75,Cottle County,Texas,TX
2015,15.5,22.7,37052.3,1510,106.2,90.15,Cottle County,Texas,TX
2016,19,25,35437.5,1560,107.75,96.5,Cottle County,Texas,TX
2017,20.8,24.5,34540.02,1498,122.9,108.05,Cottle County,Texas,TX
2018,19.4,31.4,34375,1623,126.75,110.95,Cottle County,Texas,TX
2008,18.44,22.2,48258.34,3916,NA,NA,Crane County,Texas,TX
2009,19.2,23.3,50526.45,3906,91.2,84.07,Crane County,Texas,TX
2010,13.1,17,58493,4141,96.9,87.7,Crane County,Texas,TX
2011,16.7,19.3,54485.76,4246,102.6,91.32,Crane County,Texas,TX
2012,16.9,16.5,54971.4,4359,108.3,94.95,Crane County,Texas,TX
2013,14.8,13.8,54450.36,4484,116.35,103.35,Crane County,Texas,TX
2014,10.7,10.4,55598.06,4602,121.1,105.5,Crane County,Texas,TX
2015,13.7,13.1,61832.98,4730,120.75,105.7,Crane County,Texas,TX
2016,12.4,11.7,63139.65,4823,123.3,112.25,Crane County,Texas,TX
2017,11.2,11.8,65853.05,4836,132.15,116.15,Crane County,Texas,TX
2018,6.8,7.6,70398,4839,155.25,133.8,Crane County,Texas,TX
2008,14.54,16.29,51941.54,3819,NA,NA,Crockett County,Texas,TX
2009,14.5,15.9,55157.31,3784,104.93,96.03,Crockett County,Texas,TX
2010,14.6,15.9,58757.48,3746,105.15,94.7,Crockett County,Texas,TX
2011,15.3,18,57704.64,3744,105.38,93.38,Crockett County,Texas,TX
2012,8.9,16.9,54835,3669,105.6,92.05,Crockett County,Texas,TX
2013,11.7,16.7,54513,3840,114.35,100.35,Crockett County,Texas,TX
2014,11.1,16.8,54689.64,3871,110,97.65,Crockett County,Texas,TX
2015,10.7,17.5,56898.68,3699,110,96.9,Crockett County,Texas,TX
2016,15.6,22.7,53178.3,3836,114.9,105.5,Crockett County,Texas,TX
2017,17.2,20.9,53879.3,3836,115.8,105.85,Crockett County,Texas,TX
2018,15.7,20.8,51152,3633,118.6,109.1,Crockett County,Texas,TX
2008,18.6,24.9,38544.04,6396,NA,NA,Crosby County,Texas,TX
2009,18.1,24.5,40347.45,6312,105.35,96.68,Crosby County,Texas,TX
2010,17.9,23.9,42109.16,6207,108.05,97.25,Crosby County,Texas,TX
2011,20.6,27.4,39933.6,6133,110.75,97.83,Crosby County,Texas,TX
2012,20.5,27.6,40444.8,6100,113.45,98.4,Crosby County,Texas,TX
2013,20.8,26.5,41241.96,6056,115,101.9,Crosby County,Texas,TX
2014,19.5,23.7,40988.08,6025,108.25,95.05,Crosby County,Texas,TX
2015,18.7,22.9,39680.04,6007,112.35,97.95,Crosby County,Texas,TX
2016,15.9,20,40977.3,5987,122.85,110.45,Crosby County,Texas,TX
2017,18.7,20.8,39834.22,5895,137.8,114.5,Crosby County,Texas,TX
2018,17,20.7,37899,5861,132.8,117.8,Crosby County,Texas,TX
2008,20.34,28.12,42524.7,2531,NA,NA,Culberson County,Texas,TX
2009,20.2,28.5,44887.05,2476,95.33,86.7,Culberson County,Texas,TX
2010,19.6,28.8,41180,2480,97.2,86.9,Culberson County,Texas,TX
2011,29.9,32.3,42000,2438,99.08,87.1,Culberson County,Texas,TX
2012,26.8,26.9,36850,2386,100.95,87.3,Culberson County,Texas,TX
2013,23.8,25.2,40073.4,2345,113.45,98.05,Culberson County,Texas,TX
2014,27.1,29.1,37420.12,2325,111.45,94.35,Culberson County,Texas,TX
2015,27.2,29.7,37100,2296,113.35,95.75,Culberson County,Texas,TX
2016,21.1,23.8,35680.05,2259,126,106.1,Culberson County,Texas,TX
2017,24.5,29.4,34118.75,2257,125.55,104.55,Culberson County,Texas,TX
2018,24,31.4,33417,2241,131.4,110.85,Culberson County,Texas,TX
2008,6.5,12.68,45189.63,6161,NA,NA,Dallam County,Texas,TX
2009,5.9,12.5,47635.38,6153,105.9,97.28,Dallam County,Texas,TX
2010,7.1,12.5,54604.68,6471,109.55,98.45,Dallam County,Texas,TX
2011,9.7,12.3,53200,6605,113.2,99.63,Dallam County,Texas,TX
2012,11.8,12.6,47059.1,6734,116.85,100.8,Dallam County,Texas,TX
2013,16,18.1,44166.6,6854,123.15,108.6,Dallam County,Texas,TX
2014,15.5,18.3,43571.3,6957,118,102.2,Dallam County,Texas,TX
2015,15.2,17,43825.7,7014,124.5,107.85,Dallam County,Texas,TX
2016,13.5,16.2,46091.85,7052,120.1,109.2,Dallam County,Texas,TX
2017,10,15.9,46947.4,7207,137.6,116.7,Dallam County,Texas,TX
2018,8,13.9,51250,7243,142.6,124.55,Dallam County,Texas,TX
2008,13.9,16.8,55235.65,2383735,NA,NA,Dallas County,Texas,TX
2009,14.2,17.2,55059.03,2383126,129,116.05,Dallas County,Texas,TX
2010,14.3,17.6,55649.84,2321014,134.8,119.3,Dallas County,Texas,TX
2011,14.9,18.3,54815.04,2348702,140.6,122.55,Dallas County,Texas,TX
2012,15.3,18.8,54074.9,2379214,146.4,125.8,Dallas County,Texas,TX
2013,15.6,19.1,53439.48,2412481,154.95,129.6,Dallas County,Texas,TX
2014,15.9,19.3,52920.5,2448943,145.55,122.45,Dallas County,Texas,TX
2015,15.9,19.3,53286.2,2485003,149.2,124.35,Dallas County,Texas,TX
2016,15.2,18.6,53981.55,2513054,156.55,137.1,Dallas County,Texas,TX
2017,14.4,17.7,55234.78,2552213,172.45,149.05,Dallas County,Texas,TX
2018,13.3,16.6,56854,2586552,180.25,154.8,Dallas County,Texas,TX
2008,17.73,21.66,37937.09,13959,NA,NA,Dawson County,Texas,TX
2009,17.9,21.9,39295.62,13831,91.2,84.07,Dawson County,Texas,TX
2010,14.3,19.1,39002.68,13853,96.9,87.7,Dawson County,Texas,TX
2011,15.3,20.6,44188.48,13805,102.6,91.32,Dawson County,Texas,TX
2012,15.4,18.1,44167.2,13761,108.3,94.95,Dawson County,Texas,TX
2013,17.9,21.9,42891.12,13771,116.35,103.35,Dawson County,Texas,TX
2014,15.8,19,42130.76,13593,121.1,105.5,Dawson County,Texas,TX
2015,13.9,16.6,43560.7,13542,120.75,105.7,Dawson County,Texas,TX
2016,12.6,16.3,44471.7,13317,123.3,112.25,Dawson County,Texas,TX
2017,15.5,18.5,44497.03,13095,132.15,116.15,Dawson County,Texas,TX
2018,17.6,22.8,44657,12964,155.25,133.8,Dawson County,Texas,TX
2008,14.94,18.11,43494.66,18357,NA,NA,Deaf Smith County,Texas,TX
2009,14.4,17.8,45453.33,18332,105.9,97.28,Deaf Smith County,Texas,TX
2010,13.6,17.5,47707.32,19054,109.55,98.45,Deaf Smith County,Texas,TX
2011,12.8,16.8,46070.08,19225,113.2,99.63,Deaf Smith County,Texas,TX
2012,12.1,16.2,46834.7,19275,116.85,100.8,Deaf Smith County,Texas,TX
2013,15.2,18.9,44759.52,19307,123.15,108.6,Deaf Smith County,Texas,TX
2014,15.7,19.1,45574.7,19331,118,102.2,Deaf Smith County,Texas,TX
2015,17.1,20.8,45975.38,19245,124.5,107.85,Deaf Smith County,Texas,TX
2016,14.3,17.2,49579.95,19039,120.1,109.2,Deaf Smith County,Texas,TX
2017,14.9,18,53089.29,18947,137.6,116.7,Deaf Smith County,Texas,TX
2018,15.7,17.4,51841,18899,142.6,124.55,Deaf Smith County,Texas,TX
2008,8.82,15.2,45733.97,5422,NA,NA,Delta County,Texas,TX
2009,8.1,14.9,48090.51,5434,87.5,80.62,Delta County,Texas,TX
2010,9.1,14.5,43973.28,5248,92.7,83.7,Delta County,Texas,TX
2011,11.9,20.2,38875.2,5220,97.9,86.78,Delta County,Texas,TX
2012,12.7,18.1,45546.6,5240,103.1,89.85,Delta County,Texas,TX
2013,11.2,17.9,43605,5237,107.8,94.6,Delta County,Texas,TX
2014,13,20.3,43447.28,5239,101.85,88.95,Delta County,Texas,TX
2015,16,22.8,44977.92,5223,103.95,89.55,Delta County,Texas,TX
2016,15.3,21.5,42555.45,5226,106.1,96.4,Delta County,Texas,TX
2017,15.3,22.9,43921.26,5172,119.25,106.05,Delta County,Texas,TX
2018,16.9,23.7,46138,5215,120.5,106.75,Delta County,Texas,TX
2008,4.5,7.5,84266.25,612766,NA,NA,Denton County,Texas,TX
2009,4.9,8.1,81902.34,611842,140.35,127.4,Denton County,Texas,TX
2010,4.9,8,81921.52,628084,151.45,135.25,Denton County,Texas,TX
2011,4.8,7.9,80981.6,648470,162.55,143.1,Denton County,Texas,TX
2012,5.3,8.5,80232.9,667934,173.65,150.95,Denton County,Texas,TX
2013,5.6,8.7,80087.4,687857,162.7,139.4,Denton County,Texas,TX
2014,5.8,8.9,79141.72,708627,163.7,140.9,Denton County,Texas,TX
2015,5.8,8.8,79553,731851,178.6,151.65,Denton County,Texas,TX
2016,5.8,8.7,80511.9,754650,179.25,160.3,Denton County,Texas,TX
2017,5.5,8.4,82698.7,781321,178.85,156.35,Denton County,Texas,TX
2018,5.1,8.1,83376,807047,181.55,158.1,Denton County,Texas,TX
2008,12.01,16.93,42126.03,19842,NA,NA,DeWitt County,Texas,TX
2009,11.6,16.6,44016.57,19821,100.15,91.45,DeWitt County,Texas,TX
2010,12.6,16.4,47174.88,20025,103.75,93.25,DeWitt County,Texas,TX
2011,11.7,14.7,48585.6,20052,107.35,95.05,DeWitt County,Texas,TX
2012,11.4,15,50002.7,20156,110.95,96.85,DeWitt County,Texas,TX
2013,9.6,13.5,50170.32,20269,115.9,101.85,DeWitt County,Texas,TX
2014,11.4,13.7,50966.92,20397,115.1,101.85,DeWitt County,Texas,TX
2015,12.8,15.1,52720.16,20540,111.65,98,DeWitt County,Texas,TX
2016,12.1,16.2,53111.1,20660,117.85,107.35,DeWitt County,Texas,TX
2017,12.6,16,52488.8,20474,130.05,116.5,DeWitt County,Texas,TX
2018,12.1,16,53779,20435,134.45,118.45,DeWitt County,Texas,TX
2008,21.39,27.89,32698.08,2510,NA,NA,Dickens County,Texas,TX
2009,22.3,29.2,33637.5,2479,105.35,96.68,Dickens County,Texas,TX
2010,15.5,24.6,39223.08,2441,108.05,97.25,Dickens County,Texas,TX
2011,13.2,20.5,39572.96,2427,110.75,97.83,Dickens County,Texas,TX
2012,15.9,21.9,37345,2399,113.45,98.4,Dickens County,Texas,TX
2013,13.3,18.8,41473.08,2382,115,101.9,Dickens County,Texas,TX
2014,11.1,15.8,40700.82,2339,108.25,95.05,Dickens County,Texas,TX
2015,15.7,20.1,42082,2281,112.35,97.95,Dickens County,Texas,TX
2016,16.4,19,44223.9,2237,122.85,110.45,Dickens County,Texas,TX
2017,14.2,16.6,44380.64,2224,142.8,114.5,Dickens County,Texas,TX
2018,13.1,17.2,41618,2216,132.8,117.8,Dickens County,Texas,TX
2008,34.5,36.76,27607.79,9879,NA,NA,Dimmit County,Texas,TX
2009,35.1,37.2,28393.56,9833,80.2,75.43,Dimmit County,Texas,TX
2010,31.5,36.4,30023.12,9908,89.05,80.9,Dimmit County,Texas,TX
2011,27.2,33,29937.6,9937,97.9,86.38,Dimmit County,Texas,TX
2012,22.2,27,36256,10054,106.75,91.85,Dimmit County,Texas,TX
2013,21.8,26.5,39615.48,10270,106.15,93.7,Dimmit County,Texas,TX
2014,14.1,20.9,40428.4,10537,103.55,89.8,Dimmit County,Texas,TX
2015,13.9,18.9,39034.5,10682,108.95,92.6,Dimmit County,Texas,TX
2016,18.7,23.3,33814.2,10842,105.75,93.85,Dimmit County,Texas,TX
2017,23.3,30.2,32325.52,10822,106.8,94.8,Dimmit County,Texas,TX
2018,22.1,29.8,27832,10663,109.2,97.3,Dimmit County,Texas,TX
2008,9.7,14.92,40761.88,3717,NA,NA,Donley County,Texas,TX
2009,9.6,14.8,42412.5,3703,105.9,97.28,Donley County,Texas,TX
2010,6.1,10.5,53510.8,3655,109.55,98.45,Donley County,Texas,TX
2011,7,12.5,49616,3624,113.2,99.63,Donley County,Texas,TX
2012,8.8,14.9,46062.5,3652,116.85,100.8,Donley County,Texas,TX
2013,11.7,16.7,45803.88,3620,123.15,108.6,Donley County,Texas,TX
2014,11.5,14.9,43162.14,3636,118,102.2,Donley County,Texas,TX
2015,13.5,17.7,38881.86,3588,124.5,107.85,Donley County,Texas,TX
2016,10.6,15,42588,3506,120.1,109.2,Donley County,Texas,TX
2017,11.9,14.9,45761.87,3433,137.6,116.7,Donley County,Texas,TX
2018,9.6,14.9,43224,3387,142.6,124.55,Donley County,Texas,TX
2008,24.33,29.51,29561.64,12301,NA,NA,Duval County,Texas,TX
2009,24.5,29.8,30556.89,12199,108.45,98.05,Duval County,Texas,TX
2010,19.9,22.9,35371.88,11999,114.15,102.2,Duval County,Texas,TX
2011,18.6,22.8,39361.28,11873,119.85,106.35,Duval County,Texas,TX
2012,17.7,21.4,38683.7,11821,125.55,110.5,Duval County,Texas,TX
2013,16.5,19.7,36861.48,11740,136.25,118,Duval County,Texas,TX
2014,20.9,23.7,34427.74,11644,127.55,105.75,Duval County,Texas,TX
2015,20.6,23.9,35975.34,11577,129.05,104.75,Duval County,Texas,TX
2016,20.6,24.5,34770.75,11510,135.15,117.75,Duval County,Texas,TX
2017,22.8,25.2,36506.29,11434,154.3,133.95,Duval County,Texas,TX
2018,21.6,25.6,37382,11355,154.55,134.45,Duval County,Texas,TX
2008,15.12,20.62,37314.18,18264,NA,NA,Eastland County,Texas,TX
2009,15.5,21.1,38784.33,18260,86.82,79.03,Eastland County,Texas,TX
2010,15.9,21,37644.32,18560,92.25,82.25,Eastland County,Texas,TX
2011,14.4,19.5,38674.72,18577,97.68,85.48,Eastland County,Texas,TX
2012,17.8,20.5,38548.4,18519,103.1,88.7,Eastland County,Texas,TX
2013,16.3,19,37707.12,18465,110.05,94.2,Eastland County,Texas,TX
2014,17,20.7,37334.26,18403,105.15,89.6,Eastland County,Texas,TX
2015,14.8,18.2,36981.28,18328,110.9,94,Eastland County,Texas,TX
2016,14.5,17.6,36155.7,18252,110.25,98.1,Eastland County,Texas,TX
2017,12.6,17.4,33099.05,18278,116.8,102.9,Eastland County,Texas,TX
2018,15.4,20.5,35325,18270,128.25,109.65,Eastland County,Texas,TX
2008,12.2,15.1,53914.3,129267,NA,NA,Ector County,Texas,TX
2009,14.1,16.9,51856.74,128988,91.2,84.07,Ector County,Texas,TX
2010,13.9,16.7,53145.4,133015,96.9,87.7,Ector County,Texas,TX
2011,13.8,16.2,56062.72,135545,102.6,91.32,Ector County,Texas,TX
2012,12.8,15.8,55936.1,138193,108.3,94.95,Ector County,Texas,TX
2013,13.1,15.9,55583.28,141542,116.35,103.35,Ector County,Texas,TX
2014,12.2,14.6,58197.18,144932,121.1,105.5,Ector County,Texas,TX
2015,11,13,60579,149557,120.75,105.7,Ector County,Texas,TX
2016,10,12.4,61251.75,153177,123.3,112.25,Ector County,Texas,TX
2017,9.5,12.3,61313.84,155744,132.15,116.15,Ector County,Texas,TX
2018,9.2,11.8,60676,158342,155.25,133.8,Ector County,Texas,TX
2008,18.02,22.53,38423.54,1936,NA,NA,Edwards County,Texas,TX
2009,17.2,21.4,40278.42,1908,80.2,75.43,Edwards County,Texas,TX
2010,16.9,24.7,46589.08,2029,89.05,80.9,Edwards County,Texas,TX
2011,12.1,20.8,48266.4,2023,97.9,86.38,Edwards County,Texas,TX
2012,11.7,19.7,45774.3,2023,106.75,91.85,Edwards County,Texas,TX
2013,10.6,18.4,47346.12,2070,106.15,93.7,Edwards County,Texas,TX
2014,9.4,15.9,44229.56,2037,103.55,89.8,Edwards County,Texas,TX
2015,4.7,10.8,44321.78,1906,108.95,92.6,Edwards County,Texas,TX
2016,4.6,7.7,41429.85,2028,105.75,93.85,Edwards County,Texas,TX
2017,5,7,49915.86,2111,106.8,94.8,Edwards County,Texas,TX
2018,4,6.7,40313,2055,109.2,97.3,Edwards County,Texas,TX
2008,9.2,11.6,68921.8,142887,NA,NA,Ellis County,Texas,TX
2009,9.2,11.3,68806.53,142348,140.35,127.4,Ellis County,Texas,TX
2010,8.7,11.3,70617.32,143502,151.45,135.25,Ellis County,Texas,TX
2011,8.8,11.4,70155.68,146997,162.55,143.1,Ellis County,Texas,TX
2012,8.3,10.8,69115.2,149712,173.65,150.95,Ellis County,Texas,TX
2013,9.3,11.9,66908.16,152020,162.7,139.4,Ellis County,Texas,TX
2014,9.2,12,65611.88,154447,163.7,140.9,Ellis County,Texas,TX
2015,9.4,12.1,66212.9,157058,178.6,151.65,Ellis County,Texas,TX
2016,8.5,11,67601.1,160225,179.25,160.3,Ellis County,Texas,TX
2017,8.2,10.5,69392.13,164092,178.85,156.35,Ellis County,Texas,TX
2018,7,9.3,72213,168838,181.55,158.1,Ellis County,Texas,TX
2008,23.8,27.1,40982.55,731496,NA,NA,El Paso County,Texas,TX
2009,23.3,26.6,41241.33,729396,95.33,86.7,El Paso County,Texas,TX
2010,22.5,25.6,42146.28,772280,97.2,86.9,El Paso County,Texas,TX
2011,21.7,25,42850.08,787410,99.08,87.1,El Paso County,Texas,TX
2012,20.8,24,43668.9,801115,100.95,87.3,El Paso County,Texas,TX
2013,20.1,23.3,43369.56,813015,113.45,98.05,El Paso County,Texas,TX
2014,20.4,23.4,43229.98,823862,111.45,94.35,El Paso County,Texas,TX
2015,19.6,22.8,44135.22,831095,113.35,95.75,El Paso County,Texas,TX
2016,19.2,22.5,44178.75,833592,131,106.1,El Paso County,Texas,TX
2017,18.6,21.7,44541.32,834825,130.55,104.55,El Paso County,Texas,TX
2018,18.1,21.3,44597,837654,136.4,110.85,El Paso County,Texas,TX
2008,11,21,46111.55,35583,NA,NA,Erath County,Texas,TX
