pet_type,year,month,breed,count
cats,2016,1,Abyssiniane,1349
cats,2016,1,Aegean Cat,0
cats,2016,1,American Bobtail Shorthair,NA
cats,2016,1,American Curl Longhair,56
cats,2016,1,American Curl Shorthair,0
cats,2016,1,American Shorthair,46
cats,2016,1,American Wirehair,0
cats,2016,1,Angora,892
cats,2016,1,Aphrodites Giant Longhair,0
cats,2016,1,Arabian Mau,14
cats,2016,1,Asian Shorthair,11
cats,2016,1,Australian Mist,0
cats,2016,1,Balinese,247
cats,2016,1,Bengal,4122
cats,2016,1,Bengal Longhair,NA
cats,2016,1,Bombay,62
cats,2016,1,Brazilian Shorthair,31
cats,2016,1,British Longhair Highlander,695
cats,2016,1,British Shorthair,9259
cats,2016,1,Burma,660
cats,2016,1,Burmilla,19
cats,2016,1,California Spangled,NA
cats,2016,1,Celestial British Longhair,0
cats,2016,1,Celestial British Shorthair,0
cats,2016,1,Ceylon,0
cats,2016,1,Chartreux,1624
cats,2016,1,Chausie,0
cats,2016,1,Chinchilla Longhair,11
cats,2016,1,Colourpoint Shorthair,0
cats,2016,1,Cornish Rex,47
cats,2016,1,Cornish Rex Longhair,0
cats,2016,1,Crossbred,14235
cats,2016,1,Cymric,NA
cats,2016,1,Devon Rex,595
cats,2016,1,Domestic Longhair,8
cats,2016,1,Domestic Mediumhair,0
cats,2016,1,Domestic Shorthair,100
cats,2016,1,Don Sphynx,46
cats,2016,1,Egyptian Mau,403
cats,2016,1,Elf Cat,0
cats,2016,1,Eur Europe,124
cats,2016,1,European,159883
cats,2016,1,European Longhair,5454
cats,2016,1,European Shorthair,88715
cats,2016,1,Exotic Shorthair,467
cats,2016,1,German Rex,9
cats,2016,1,Havana Brown,5
cats,2016,1,Japanese Bobtail,20
cats,2016,1,Kanaani,0
cats,2016,1,Karelian Bobtail,0
cats,2016,1,Khao Manee,NA
cats,2016,1,Korat,145
cats,2016,1,Kurilian Bobtail,14
cats,2016,1,Kurilian Bobtail Longhair,0
cats,2016,1,Lambkin,0
cats,2016,1,La Perm Shorthair,0
cats,2016,1,Lykoi,NA
cats,2016,1,Macawi,5
cats,2016,1,Maine Coon,12243
cats,2016,1,Mandalay,0
cats,2016,1,Manx,15
cats,2016,1,Marguerite,NA
cats,2016,1,Mekong Bobtail,0
cats,2016,1,Minuet,0
cats,2016,1,Munchkin,35
cats,2016,1,Nebelung,14
cats,2016,1,Neva Masquerade,399
cats,2016,1,Norwegian Forest Cat,6228
cats,2016,1,Ocicat,206
cats,2016,1,Ojos Azules,0
cats,2016,1,Oriental Longhair,110
cats,2016,1,Oriental Shorthair,648
cats,2016,1,Original Longhair,0
cats,2016,1,Persian,4971
cats,2016,1,Peterbald,64
cats,2016,1,Pixiebob,NA
cats,2016,1,Ragamuffin,68
cats,2016,1,Ragdoll,2618
cats,2016,1,Russian Blue,764
cats,2016,1,Sacred Birman,3779
cats,2016,1,Safari,0
cats,2016,1,Savannah,246
cats,2016,1,Scottish Fold Highland Fold,484
cats,2016,1,Scottish Straight,75
cats,2016,1,Selkirk Rex,160
cats,2016,1,Serengeti,NA
cats,2016,1,Siamese,3525
cats,2016,1,Siberian,2483
cats,2016,1,Singapura,69
cats,2016,1,Snowshoe,105
cats,2016,1,Sokoke,NA
cats,2016,1,Somali,674
cats,2016,1,Sphynx,897
cats,2016,1,Tasmanian Manx,0
cats,2016,1,Thai,123
cats,2016,1,Thai Siam,230
cats,2016,1,Tonkinese Longhair,0
cats,2016,1,Tonkinese Shorthair,151
cats,2016,1,Toyger,55
cats,2016,1,Turkish Angora,518
cats,2016,1,Turkish Vankedisi,100
cats,2016,1,Ukrainian Levkoy,NA
cats,2016,1,Unknown,310
cats,2016,1,Ural Rex Shorthair,0
cats,2016,2,Abyssiniane,1349
cats,2016,2,Aegean Cat,0
cats,2016,2,American Bobtail Shorthair,NA
cats,2016,2,American Curl Longhair,57
cats,2016,2,American Curl Shorthair,0
cats,2016,2,American Shorthair,46
cats,2016,2,American Wirehair,0
cats,2016,2,Angora,899
cats,2016,2,Aphrodites Giant Longhair,0
cats,2016,2,Arabian Mau,14
cats,2016,2,Asian Shorthair,11
cats,2016,2,Australian Mist,0
cats,2016,2,Balinese,248
cats,2016,2,Bengal,4173
cats,2016,2,Bengal Longhair,NA
cats,2016,2,Bombay,62
cats,2016,2,Brazilian Shorthair,31
cats,2016,2,British Longhair Highlander,699
cats,2016,2,British Shorthair,9335
cats,2016,2,Burma,663
cats,2016,2,Burmilla,19
cats,2016,2,California Spangled,NA
cats,2016,2,Celestial British Longhair,0
cats,2016,2,Celestial British Shorthair,0
cats,2016,2,Ceylon,0
cats,2016,2,Chartreux,1632
cats,2016,2,Chausie,0
cats,2016,2,Chinchilla Longhair,11
cats,2016,2,Colourpoint Shorthair,0
cats,2016,2,Cornish Rex,48
cats,2016,2,Cornish Rex Longhair,0
cats,2016,2,Crossbred,14352
cats,2016,2,Cymric,NA
cats,2016,2,Devon Rex,597
cats,2016,2,Domestic Longhair,9
cats,2016,2,Domestic Mediumhair,0
cats,2016,2,Domestic Shorthair,100
cats,2016,2,Don Sphynx,47
cats,2016,2,Egyptian Mau,407
cats,2016,2,Elf Cat,0
cats,2016,2,Eur Europe,123
cats,2016,2,European,160902
cats,2016,2,European Longhair,5539
cats,2016,2,European Shorthair,89748
cats,2016,2,Exotic Shorthair,471
cats,2016,2,German Rex,9
cats,2016,2,Havana Brown,6
cats,2016,2,Japanese Bobtail,20
cats,2016,2,Kanaani,0
cats,2016,2,Karelian Bobtail,0
cats,2016,2,Khao Manee,NA
cats,2016,2,Korat,146
cats,2016,2,Kurilian Bobtail,14
cats,2016,2,Kurilian Bobtail Longhair,0
cats,2016,2,Lambkin,0
cats,2016,2,La Perm Shorthair,0
cats,2016,2,Lykoi,NA
cats,2016,2,Macawi,5
cats,2016,2,Maine Coon,12371
cats,2016,2,Mandalay,0
cats,2016,2,Manx,15
cats,2016,2,Marguerite,NA
cats,2016,2,Mekong Bobtail,NA
cats,2016,2,Minuet,0
cats,2016,2,Munchkin,35
cats,2016,2,Nebelung,14
cats,2016,2,Neva Masquerade,403
cats,2016,2,Norwegian Forest Cat,6254
cats,2016,2,Ocicat,207
cats,2016,2,Ojos Azules,0
cats,2016,2,Oriental Longhair,110
cats,2016,2,Oriental Shorthair,651
cats,2016,2,Original Longhair,0
cats,2016,2,Persian,5016
cats,2016,2,Peterbald,64
cats,2016,2,Pixiebob,NA
cats,2016,2,Ragamuffin,68
cats,2016,2,Ragdoll,2636
cats,2016,2,Russian Blue,768
cats,2016,2,Sacred Birman,3801
cats,2016,2,Safari,0
cats,2016,2,Savannah,258
cats,2016,2,Scottish Fold Highland Fold,489
cats,2016,2,Scottish Straight,77
cats,2016,2,Selkirk Rex,162
cats,2016,2,Serengeti,NA
cats,2016,2,Siamese,3546
cats,2016,2,Siberian,2497
cats,2016,2,Singapura,69
cats,2016,2,Snowshoe,106
cats,2016,2,Sokoke,NA
cats,2016,2,Somali,680
cats,2016,2,Sphynx,905
cats,2016,2,Tasmanian Manx,0
cats,2016,2,Thai,123
cats,2016,2,Thai Siam,231
cats,2016,2,Tonkinese Longhair,0
cats,2016,2,Tonkinese Shorthair,159
cats,2016,2,Toyger,58
cats,2016,2,Turkish Angora,526
cats,2016,2,Turkish Vankedisi,101
cats,2016,2,Ukrainian Levkoy,NA
cats,2016,2,Unknown,310
cats,2016,2,Ural Rex Shorthair,0
cats,2016,3,Abyssiniane,1352
cats,2016,3,Aegean Cat,0
cats,2016,3,American Bobtail Shorthair,NA
cats,2016,3,American Curl Longhair,57
cats,2016,3,American Curl Shorthair,0
cats,2016,3,American Shorthair,46
cats,2016,3,American Wirehair,0
cats,2016,3,Angora,906
cats,2016,3,Aphrodites Giant Longhair,0
cats,2016,3,Arabian Mau,14
cats,2016,3,Asian Shorthair,11
cats,2016,3,Australian Mist,0
cats,2016,3,Balinese,249
cats,2016,3,Bengal,4208
cats,2016,3,Bengal Longhair,NA
cats,2016,3,Bombay,61
cats,2016,3,Brazilian Shorthair,31
cats,2016,3,British Longhair Highlander,702
cats,2016,3,British Shorthair,9414
cats,2016,3,Burma,669
cats,2016,3,Burmilla,19
cats,2016,3,California Spangled,NA
cats,2016,3,Celestial British Longhair,0
cats,2016,3,Celestial British Shorthair,0
cats,2016,3,Ceylon,0
cats,2016,3,Chartreux,1639
cats,2016,3,Chausie,0
cats,2016,3,Chinchilla Longhair,11
cats,2016,3,Colourpoint Shorthair,0
cats,2016,3,Cornish Rex,50
cats,2016,3,Cornish Rex Longhair,0
cats,2016,3,Crossbred,14471
cats,2016,3,Cymric,NA
cats,2016,3,Devon Rex,598
cats,2016,3,Domestic Longhair,9
cats,2016,3,Domestic Mediumhair,0
cats,2016,3,Domestic Shorthair,102
cats,2016,3,Don Sphynx,47
cats,2016,3,Egyptian Mau,408
cats,2016,3,Elf Cat,0
cats,2016,3,Eur Europe,124
cats,2016,3,European,161695
cats,2016,3,European Longhair,5586
cats,2016,3,European Shorthair,90560
cats,2016,3,Exotic Shorthair,475
cats,2016,3,German Rex,9
cats,2016,3,Havana Brown,6
cats,2016,3,Japanese Bobtail,20
cats,2016,3,Kanaani,0
cats,2016,3,Karelian Bobtail,0
cats,2016,3,Khao Manee,NA
cats,2016,3,Korat,145
cats,2016,3,Kurilian Bobtail,14
cats,2016,3,Kurilian Bobtail Longhair,0
cats,2016,3,Lambkin,0
cats,2016,3,La Perm Shorthair,0
cats,2016,3,Lykoi,NA
cats,2016,3,Macawi,5
cats,2016,3,Maine Coon,12478
cats,2016,3,Mandalay,0
cats,2016,3,Manx,15
cats,2016,3,Marguerite,NA
cats,2016,3,Mekong Bobtail,NA
cats,2016,3,Minuet,0
cats,2016,3,Munchkin,35
cats,2016,3,Nebelung,14
cats,2016,3,Neva Masquerade,404
cats,2016,3,Norwegian Forest Cat,6276
cats,2016,3,Ocicat,208
cats,2016,3,Ojos Azules,0
cats,2016,3,Oriental Longhair,110
cats,2016,3,Oriental Shorthair,656
cats,2016,3,Original Longhair,0
cats,2016,3,Persian,5045
cats,2016,3,Peterbald,64
cats,2016,3,Pixiebob,NA
cats,2016,3,Ragamuffin,68
cats,2016,3,Ragdoll,2652
cats,2016,3,Russian Blue,779
cats,2016,3,Sacred Birman,3819
cats,2016,3,Safari,0
cats,2016,3,Savannah,259
cats,2016,3,Scottish Fold Highland Fold,494
cats,2016,3,Scottish Straight,77
cats,2016,3,Selkirk Rex,162
cats,2016,3,Serengeti,NA
cats,2016,3,Siamese,3575
cats,2016,3,Siberian,2528
cats,2016,3,Singapura,70
cats,2016,3,Snowshoe,106
cats,2016,3,Sokoke,NA
cats,2016,3,Somali,687
cats,2016,3,Sphynx,911
cats,2016,3,Tasmanian Manx,0
cats,2016,3,Thai,125
cats,2016,3,Thai Siam,233
cats,2016,3,Tonkinese Longhair,0
cats,2016,3,Tonkinese Shorthair,159
cats,2016,3,Toyger,59
cats,2016,3,Turkish Angora,521
cats,2016,3,Turkish Vankedisi,102
cats,2016,3,Ukrainian Levkoy,NA
cats,2016,3,Unknown,311
cats,2016,3,Ural Rex Shorthair,0
cats,2016,4,Abyssiniane,1355
cats,2016,4,Aegean Cat,0
cats,2016,4,American Bobtail Shorthair,NA
cats,2016,4,American Curl Longhair,58
cats,2016,4,American Curl Shorthair,0
cats,2016,4,American Shorthair,47
cats,2016,4,American Wirehair,0
cats,2016,4,Angora,912
cats,2016,4,Aphrodites Giant Longhair,0
cats,2016,4,Arabian Mau,14
cats,2016,4,Asian Shorthair,11
cats,2016,4,Australian Mist,0
cats,2016,4,Balinese,250
cats,2016,4,Bengal,4285
cats,2016,4,Bengal Longhair,NA
cats,2016,4,Bombay,61
cats,2016,4,Brazilian Shorthair,31
cats,2016,4,British Longhair Highlander,710
cats,2016,4,British Shorthair,9495
cats,2016,4,Burma,680
cats,2016,4,Burmilla,20
cats,2016,4,California Spangled,NA
cats,2016,4,Celestial British Longhair,0
cats,2016,4,Celestial British Shorthair,0
cats,2016,4,Ceylon,0
cats,2016,4,Chartreux,1653
cats,2016,4,Chausie,0
cats,2016,4,Chinchilla Longhair,11
cats,2016,4,Colourpoint Shorthair,0
cats,2016,4,Cornish Rex,52
cats,2016,4,Cornish Rex Longhair,0
cats,2016,4,Crossbred,14598
cats,2016,4,Cymric,NA
cats,2016,4,Devon Rex,604
cats,2016,4,Domestic Longhair,9
cats,2016,4,Domestic Mediumhair,0
cats,2016,4,Domestic Shorthair,105
cats,2016,4,Don Sphynx,48
cats,2016,4,Egyptian Mau,412
cats,2016,4,Elf Cat,0
cats,2016,4,Eur Europe,126
cats,2016,4,European,162459
cats,2016,4,European Longhair,5653
cats,2016,4,European Shorthair,91376
cats,2016,4,Exotic Shorthair,478
cats,2016,4,German Rex,9
cats,2016,4,Havana Brown,6
cats,2016,4,Japanese Bobtail,20
cats,2016,4,Kanaani,0
cats,2016,4,Karelian Bobtail,0
cats,2016,4,Khao Manee,NA
cats,2016,4,Korat,145
cats,2016,4,Kurilian Bobtail,14
cats,2016,4,Kurilian Bobtail Longhair,0
cats,2016,4,Lambkin,0
cats,2016,4,La Perm Shorthair,0
cats,2016,4,Lykoi,NA
cats,2016,4,Macawi,5
cats,2016,4,Maine Coon,12582
cats,2016,4,Mandalay,0
cats,2016,4,Manx,15
cats,2016,4,Marguerite,NA
cats,2016,4,Mekong Bobtail,NA
cats,2016,4,Minuet,0
cats,2016,4,Munchkin,35
cats,2016,4,Nebelung,15
cats,2016,4,Neva Masquerade,410
cats,2016,4,Norwegian Forest Cat,6307
cats,2016,4,Ocicat,209
cats,2016,4,Ojos Azules,0
cats,2016,4,Oriental Longhair,111
cats,2016,4,Oriental Shorthair,660
cats,2016,4,Original Longhair,0
cats,2016,4,Persian,5083
cats,2016,4,Peterbald,64
cats,2016,4,Pixiebob,NA
cats,2016,4,Ragamuffin,67
cats,2016,4,Ragdoll,2681
cats,2016,4,Russian Blue,786
cats,2016,4,Sacred Birman,3841
cats,2016,4,Safari,0
cats,2016,4,Savannah,262
cats,2016,4,Scottish Fold Highland Fold,504
cats,2016,4,Scottish Straight,77
cats,2016,4,Selkirk Rex,167
cats,2016,4,Serengeti,NA
cats,2016,4,Siamese,3610
cats,2016,4,Siberian,2547
cats,2016,4,Singapura,70
cats,2016,4,Snowshoe,107
cats,2016,4,Sokoke,NA
cats,2016,4,Somali,691
cats,2016,4,Sphynx,919
cats,2016,4,Tasmanian Manx,0
cats,2016,4,Thai,125
cats,2016,4,Thai Siam,235
cats,2016,4,Tonkinese Longhair,0
cats,2016,4,Tonkinese Shorthair,160
cats,2016,4,Toyger,61
cats,2016,4,Turkish Angora,523
cats,2016,4,Turkish Vankedisi,104
cats,2016,4,Ukrainian Levkoy,NA
cats,2016,4,Unknown,316
cats,2016,4,Ural Rex Shorthair,0
cats,2016,5,Abyssiniane,1357
cats,2016,5,Aegean Cat,0
cats,2016,5,American Bobtail Shorthair,NA
cats,2016,5,American Curl Longhair,58
cats,2016,5,American Curl Shorthair,0
cats,2016,5,American Shorthair,47
cats,2016,5,American Wirehair,0
cats,2016,5,Angora,916
cats,2016,5,Aphrodites Giant Longhair,0
cats,2016,5,Arabian Mau,14
cats,2016,5,Asian Shorthair,11
cats,2016,5,Australian Mist,0
cats,2016,5,Balinese,250
cats,2016,5,Bengal,4355
cats,2016,5,Bengal Longhair,NA
cats,2016,5,Bombay,61
cats,2016,5,Brazilian Shorthair,31
cats,2016,5,British Longhair Highlander,711
cats,2016,5,British Shorthair,9578
cats,2016,5,Burma,681
cats,2016,5,Burmilla,20
cats,2016,5,California Spangled,NA
cats,2016,5,Celestial British Longhair,0
cats,2016,5,Celestial British Shorthair,0
cats,2016,5,Ceylon,0
cats,2016,5,Chartreux,1671
cats,2016,5,Chausie,0
cats,2016,5,Chinchilla Longhair,12
cats,2016,5,Colourpoint Shorthair,0
cats,2016,5,Cornish Rex,52
cats,2016,5,Cornish Rex Longhair,0
cats,2016,5,Crossbred,14721
cats,2016,5,Cymric,NA
cats,2016,5,Devon Rex,607
cats,2016,5,Domestic Longhair,9
cats,2016,5,Domestic Mediumhair,0
cats,2016,5,Domestic Shorthair,106
cats,2016,5,Don Sphynx,48
cats,2016,5,Egyptian Mau,412
cats,2016,5,Elf Cat,0
cats,2016,5,Eur Europe,126
cats,2016,5,European,162873
cats,2016,5,European Longhair,5731
cats,2016,5,European Shorthair,92209
cats,2016,5,Exotic Shorthair,480
cats,2016,5,German Rex,9
cats,2016,5,Havana Brown,6
cats,2016,5,Japanese Bobtail,20
cats,2016,5,Kanaani,0
cats,2016,5,Karelian Bobtail,0
cats,2016,5,Khao Manee,NA
cats,2016,5,Korat,147
cats,2016,5,Kurilian Bobtail,14
cats,2016,5,Kurilian Bobtail Longhair,0
cats,2016,5,Lambkin,0
cats,2016,5,La Perm Shorthair,0
cats,2016,5,Lykoi,NA
cats,2016,5,Macawi,5
cats,2016,5,Maine Coon,12715
cats,2016,5,Mandalay,0
cats,2016,5,Manx,16
cats,2016,5,Marguerite,NA
cats,2016,5,Mekong Bobtail,NA
cats,2016,5,Minuet,0
cats,2016,5,Munchkin,35
cats,2016,5,Nebelung,16
cats,2016,5,Neva Masquerade,410
cats,2016,5,Norwegian Forest Cat,6354
cats,2016,5,Ocicat,209
cats,2016,5,Ojos Azules,0
cats,2016,5,Oriental Longhair,111
cats,2016,5,Oriental Shorthair,668
cats,2016,5,Original Longhair,0
cats,2016,5,Persian,5113
cats,2016,5,Peterbald,66
cats,2016,5,Pixiebob,NA
cats,2016,5,Ragamuffin,68
cats,2016,5,Ragdoll,2716
cats,2016,5,Russian Blue,792
cats,2016,5,Sacred Birman,3888
cats,2016,5,Safari,0
cats,2016,5,Savannah,269
cats,2016,5,Scottish Fold Highland Fold,508
cats,2016,5,Scottish Straight,79
cats,2016,5,Selkirk Rex,172
cats,2016,5,Serengeti,NA
cats,2016,5,Siamese,3652
cats,2016,5,Siberian,2573
cats,2016,5,Singapura,70
cats,2016,5,Snowshoe,107
cats,2016,5,Sokoke,NA
cats,2016,5,Somali,690
cats,2016,5,Sphynx,927
cats,2016,5,Tasmanian Manx,0
cats,2016,5,Thai,127
cats,2016,5,Thai Siam,235
cats,2016,5,Tonkinese Longhair,0
cats,2016,5,Tonkinese Shorthair,163
cats,2016,5,Toyger,61
cats,2016,5,Turkish Angora,525
cats,2016,5,Turkish Vankedisi,105
cats,2016,5,Ukrainian Levkoy,NA
cats,2016,5,Unknown,316
cats,2016,5,Ural Rex Shorthair,0
cats,2016,6,Abyssiniane,1367
cats,2016,6,Aegean Cat,0
cats,2016,6,American Bobtail Shorthair,NA
cats,2016,6,American Curl Longhair,58
cats,2016,6,American Curl Shorthair,0
cats,2016,6,American Shorthair,47
cats,2016,6,American Wirehair,0
cats,2016,6,Angora,923
cats,2016,6,Aphrodites Giant Longhair,0
cats,2016,6,Arabian Mau,15
cats,2016,6,Asian Shorthair,12
cats,2016,6,Australian Mist,0
cats,2016,6,Balinese,253
cats,2016,6,Bengal,4446
cats,2016,6,Bengal Longhair,NA
cats,2016,6,Bombay,61
cats,2016,6,Brazilian Shorthair,31
cats,2016,6,British Longhair Highlander,719
cats,2016,6,British Shorthair,9712
cats,2016,6,Burma,690
cats,2016,6,Burmilla,21
cats,2016,6,California Spangled,NA
cats,2016,6,Celestial British Longhair,0
cats,2016,6,Celestial British Shorthair,0
cats,2016,6,Ceylon,0
cats,2016,6,Chartreux,1673
cats,2016,6,Chausie,0
cats,2016,6,Chinchilla Longhair,12
cats,2016,6,Colourpoint Shorthair,0
cats,2016,6,Cornish Rex,52
cats,2016,6,Cornish Rex Longhair,0
cats,2016,6,Crossbred,14869
cats,2016,6,Cymric,NA
cats,2016,6,Devon Rex,619
cats,2016,6,Domestic Longhair,9
cats,2016,6,Domestic Mediumhair,0
cats,2016,6,Domestic Shorthair,111
cats,2016,6,Don Sphynx,49
cats,2016,6,Egyptian Mau,414
cats,2016,6,Elf Cat,0
cats,2016,6,Eur Europe,140
cats,2016,6,European,163598
cats,2016,6,European Longhair,5829
cats,2016,6,European Shorthair,93333
cats,2016,6,Exotic Shorthair,482
cats,2016,6,German Rex,9
cats,2016,6,Havana Brown,6
cats,2016,6,Japanese Bobtail,20
cats,2016,6,Kanaani,0
cats,2016,6,Karelian Bobtail,0
cats,2016,6,Khao Manee,NA
cats,2016,6,Korat,149
cats,2016,6,Kurilian Bobtail,14
cats,2016,6,Kurilian Bobtail Longhair,0
cats,2016,6,Lambkin,0
cats,2016,6,La Perm Shorthair,0
cats,2016,6,Lykoi,NA
cats,2016,6,Macawi,5
cats,2016,6,Maine Coon,12878
cats,2016,6,Mandalay,0
cats,2016,6,Manx,16
cats,2016,6,Marguerite,NA
cats,2016,6,Mekong Bobtail,NA
cats,2016,6,Minuet,0
cats,2016,6,Munchkin,35
cats,2016,6,Nebelung,19
cats,2016,6,Neva Masquerade,425
cats,2016,6,Norwegian Forest Cat,6406
cats,2016,6,Ocicat,210
cats,2016,6,Ojos Azules,0
cats,2016,6,Oriental Longhair,111
cats,2016,6,Oriental Shorthair,675
cats,2016,6,Original Longhair,0
cats,2016,6,Persian,5149
cats,2016,6,Peterbald,66
cats,2016,6,Pixiebob,NA
cats,2016,6,Ragamuffin,68
cats,2016,6,Ragdoll,2736
cats,2016,6,Russian Blue,803
cats,2016,6,Sacred Birman,3948
cats,2016,6,Safari,0
cats,2016,6,Savannah,274
cats,2016,6,Scottish Fold Highland Fold,514
cats,2016,6,Scottish Straight,82
cats,2016,6,Selkirk Rex,178
cats,2016,6,Serengeti,NA
cats,2016,6,Siamese,3704
cats,2016,6,Siberian,2596
cats,2016,6,Singapura,71
cats,2016,6,Snowshoe,107
cats,2016,6,Sokoke,NA
cats,2016,6,Somali,693
cats,2016,6,Sphynx,933
cats,2016,6,Tasmanian Manx,0
cats,2016,6,Thai,129
cats,2016,6,Thai Siam,237
cats,2016,6,Tonkinese Longhair,0
cats,2016,6,Tonkinese Shorthair,165
cats,2016,6,Toyger,64
cats,2016,6,Turkish Angora,531
cats,2016,6,Turkish Vankedisi,107
cats,2016,6,Ukrainian Levkoy,NA
cats,2016,6,Unknown,320
cats,2016,6,Ural Rex Shorthair,0
cats,2016,7,Abyssiniane,1379
cats,2016,7,Aegean Cat,0
cats,2016,7,American Bobtail Shorthair,NA
cats,2016,7,American Curl Longhair,58
cats,2016,7,American Curl Shorthair,0
cats,2016,7,American Shorthair,49
cats,2016,7,American Wirehair,0
cats,2016,7,Angora,930
cats,2016,7,Aphrodites Giant Longhair,0
cats,2016,7,Arabian Mau,16
cats,2016,7,Asian Shorthair,12
cats,2016,7,Australian Mist,0
cats,2016,7,Balinese,254
cats,2016,7,Bengal,4541
cats,2016,7,Bengal Longhair,NA
cats,2016,7,Bombay,61
cats,2016,7,Brazilian Shorthair,32
cats,2016,7,British Longhair Highlander,726
cats,2016,7,British Shorthair,9852
cats,2016,7,Burma,698
cats,2016,7,Burmilla,21
cats,2016,7,California Spangled,NA
cats,2016,7,Celestial British Longhair,0
cats,2016,7,Celestial British Shorthair,0
cats,2016,7,Ceylon,0
cats,2016,7,Chartreux,1683
cats,2016,7,Chausie,0
cats,2016,7,Chinchilla Longhair,12
cats,2016,7,Colourpoint Shorthair,0
cats,2016,7,Cornish Rex,52
cats,2016,7,Cornish Rex Longhair,0
cats,2016,7,Crossbred,15031
cats,2016,7,Cymric,NA
cats,2016,7,Devon Rex,626
cats,2016,7,Domestic Longhair,10
cats,2016,7,Domestic Mediumhair,0
cats,2016,7,Domestic Shorthair,126
cats,2016,7,Don Sphynx,49
cats,2016,7,Egyptian Mau,415
cats,2016,7,Elf Cat,0
cats,2016,7,Eur Europe,194
cats,2016,7,European,164833
cats,2016,7,European Longhair,5922
cats,2016,7,European Shorthair,94407
cats,2016,7,Exotic Shorthair,486
cats,2016,7,German Rex,9
cats,2016,7,Havana Brown,6
cats,2016,7,Japanese Bobtail,21
cats,2016,7,Kanaani,0
cats,2016,7,Karelian Bobtail,0
cats,2016,7,Khao Manee,NA
cats,2016,7,Korat,153
cats,2016,7,Kurilian Bobtail,14
cats,2016,7,Kurilian Bobtail Longhair,0
cats,2016,7,Lambkin,0
cats,2016,7,La Perm Shorthair,0
cats,2016,7,Lykoi,NA
cats,2016,7,Macawi,5
cats,2016,7,Maine Coon,13003
cats,2016,7,Mandalay,0
cats,2016,7,Manx,16
cats,2016,7,Marguerite,NA
cats,2016,7,Mekong Bobtail,NA
cats,2016,7,Minuet,0
cats,2016,7,Munchkin,35
cats,2016,7,Nebelung,20
cats,2016,7,Neva Masquerade,426
cats,2016,7,Norwegian Forest Cat,6442
cats,2016,7,Ocicat,210
cats,2016,7,Ojos Azules,0
cats,2016,7,Oriental Longhair,111
cats,2016,7,Oriental Shorthair,681
cats,2016,7,Original Longhair,0
cats,2016,7,Persian,5192
cats,2016,7,Peterbald,65
cats,2016,7,Pixiebob,NA
cats,2016,7,Ragamuffin,68
cats,2016,7,Ragdoll,2780
cats,2016,7,Russian Blue,810
cats,2016,7,Sacred Birman,3998
cats,2016,7,Safari,0
cats,2016,7,Savannah,284
cats,2016,7,Scottish Fold Highland Fold,522
cats,2016,7,Scottish Straight,84
cats,2016,7,Selkirk Rex,192
cats,2016,7,Serengeti,NA
cats,2016,7,Siamese,3732
cats,2016,7,Siberian,2636
cats,2016,7,Singapura,71
cats,2016,7,Snowshoe,107
cats,2016,7,Sokoke,NA
cats,2016,7,Somali,695
cats,2016,7,Sphynx,940
cats,2016,7,Tasmanian Manx,0
cats,2016,7,Thai,130
cats,2016,7,Thai Siam,239
cats,2016,7,Tonkinese Longhair,0
cats,2016,7,Tonkinese Shorthair,170
cats,2016,7,Toyger,64
cats,2016,7,Turkish Angora,540
cats,2016,7,Turkish Vankedisi,107
cats,2016,7,Ukrainian Levkoy,NA
cats,2016,7,Unknown,322
cats,2016,7,Ural Rex Shorthair,0
cats,2016,8,Abyssiniane,1395
cats,2016,8,Aegean Cat,0
cats,2016,8,American Bobtail Shorthair,NA
cats,2016,8,American Curl Longhair,58
cats,2016,8,American Curl Shorthair,0
cats,2016,8,American Shorthair,52
cats,2016,8,American Wirehair,0
cats,2016,8,Angora,934
cats,2016,8,Aphrodites Giant Longhair,0
cats,2016,8,Arabian Mau,18
cats,2016,8,Asian Shorthair,12
cats,2016,8,Australian Mist,0
cats,2016,8,Balinese,255
cats,2016,8,Bengal,4639
cats,2016,8,Bengal Longhair,NA
cats,2016,8,Bombay,61
cats,2016,8,Brazilian Shorthair,34
cats,2016,8,British Longhair Highlander,732
cats,2016,8,British Shorthair,10038
cats,2016,8,Burma,707
cats,2016,8,Burmilla,21
cats,2016,8,California Spangled,NA
cats,2016,8,Celestial British Longhair,0
cats,2016,8,Celestial British Shorthair,0
cats,2016,8,Ceylon,0
cats,2016,8,Chartreux,1696
cats,2016,8,Chausie,0
cats,2016,8,Chinchilla Longhair,12
cats,2016,8,Colourpoint Shorthair,0
cats,2016,8,Cornish Rex,51
cats,2016,8,Cornish Rex Longhair,0
cats,2016,8,Crossbred,15297
cats,2016,8,Cymric,NA
cats,2016,8,Devon Rex,630
cats,2016,8,Domestic Longhair,10
cats,2016,8,Domestic Mediumhair,0
cats,2016,8,Domestic Shorthair,127
cats,2016,8,Don Sphynx,50
cats,2016,8,Egyptian Mau,421
cats,2016,8,Elf Cat,0
cats,2016,8,Eur Europe,212
cats,2016,8,European,168116
cats,2016,8,European Longhair,5980
cats,2016,8,European Shorthair,95432
cats,2016,8,Exotic Shorthair,494
cats,2016,8,German Rex,9
cats,2016,8,Havana Brown,6
cats,2016,8,Japanese Bobtail,21
cats,2016,8,Kanaani,0
cats,2016,8,Karelian Bobtail,0
cats,2016,8,Khao Manee,NA
cats,2016,8,Korat,154
