pet_type,year,month,breed,count
dogs,2018,2,Gammel Dansk Honsehund,NA
dogs,2018,2,Perdiguero De Burgos,NA
dogs,2018,2,Ciobanesc Romanesc De Bucovina,NA
dogs,2018,2,Cao De Gado Transmontano,NA
dogs,2018,2,Crnogorski Planinski Gonic,NA
dogs,2018,2,Segugio Maremmano,NA
dogs,2018,2,American Foxhound,NA
dogs,2018,2,Canadian Eskimo Dog,NA
dogs,2018,2,Dansk Svensk Gardshund,NA
dogs,2018,2,Svensk Lapphund,NA
dogs,2018,2,Thai Bangkaew Dog,NA
dogs,2018,2,Segugio Italiano A Pelo Forte,NA
dogs,2018,2,Black And Tan Coonhound,NA
dogs,2018,2,Chien D Artois,NA
dogs,2018,2,Hygenhund,NA
dogs,2018,2,Grand Anglo Francais Tricolore,NA
dogs,2018,2,Grand Anglo Francais Blanc Et Noir,NA
dogs,2018,2,Eesti Hagijas,NA
dogs,2018,3,Affenpinscher,89
dogs,2018,3,Afghan Hound,279
dogs,2018,3,Aidi Chien De Montagne De L Atlas,NA
dogs,2018,3,Airedale Terrier,671
dogs,2018,3,Akita,637
dogs,2018,3,Alaskan Husky,474
dogs,2018,3,Alaskan Malamute,825
dogs,2018,3,Alpenlandische Dachsbracke,375
dogs,2018,3,Altdeutscher Schaferhund,838
dogs,2018,3,American Akita,104
dogs,2018,3,American Bull Terrier,25
dogs,2018,3,American Bulldog,514
dogs,2018,3,American Cocker Spaniel,556
dogs,2018,3,American Eskimo Dog,10
dogs,2018,3,American Hairless Terrier,33
dogs,2018,3,American Staffordshire Terrier,2057
dogs,2018,3,Anglo Francais De Petite Venerie,9
dogs,2018,3,Anjing Kintamani Bali,NA
dogs,2018,3,Appenzeller Sennenhund,3954
dogs,2018,3,Ariegeois,9
dogs,2018,3,Australian Cattle Dog,333
dogs,2018,3,Australian Kelpie,360
dogs,2018,3,Australian Shepherd,4934
dogs,2018,3,Australian Silky Terrier,175
dogs,2018,3,Australian Stumpy Tail Cattle Dog,NA
dogs,2018,3,Australian Terrier,131
dogs,2018,3,Azawakh,65
dogs,2018,3,Barbet,416
dogs,2018,3,Bardino,17
dogs,2018,3,Basenji,289
dogs,2018,3,Basset Artesien Normand,27
dogs,2018,3,Basset Bleu De Gascogne,7
dogs,2018,3,Basset Fauve De Bretagne,138
dogs,2018,3,Basset Hound,500
dogs,2018,3,Bayerischer Gebirgsschweisshund,445
dogs,2018,3,Beagle,4551
dogs,2018,3,Beagle Harrier,8
dogs,2018,3,Bearded Collie,731
dogs,2018,3,Bedlington Terrier,42
dogs,2018,3,Berger De Beauce,1244
dogs,2018,3,Berger De Picardie Berger Picard,197
dogs,2018,3,Berger De Savoie,12
dogs,2018,3,Berner Sennenhund,7404
dogs,2018,3,Bichon,756
dogs,2018,3,Bichon Havanais,4303
dogs,2018,3,Bichon A Poil Frise,1762
dogs,2018,3,Boerboel,81
dogs,2018,3,Bolognese,460
dogs,2018,3,Bolonka Zwetna,5734
dogs,2018,3,Border Collie,11784
dogs,2018,3,Border Terrier,1192
dogs,2018,3,Bosanski Ostrodlaki Gonic Barak,5
dogs,2018,3,Boston Terrier,968
dogs,2018,3,Bouvier Des Ardennes,NA
dogs,2018,3,Bouvier Des Flandres Vlaamse Koehond,119
dogs,2018,3,Bracco Italiano Italienischer Vorstehhund,34
dogs,2018,3,Brandlbracke Vieraugl,141
dogs,2018,3,Braque Francais Type Gascogne,12
dogs,2018,3,Braque Francais Type Pyrenees,NA
dogs,2018,3,Braque Saint Germain,8
dogs,2018,3,Braque D Auvergne,29
dogs,2018,3,Braque De L Ariege,NA
dogs,2018,3,Braque Du Bourbonnais,38
dogs,2018,3,Briard Berger De Brie,526
dogs,2018,3,Briquet Griffon Vendeen,21
dogs,2018,3,Broholmer,26
dogs,2018,3,Bull Terrier,531
dogs,2018,3,Bullartiger Terrier Gross,6
dogs,2018,3,Bullartiger Terrier Klein,22
dogs,2018,3,Bullartiger Terrier Mittel,16
dogs,2018,3,Bullmastiff,185
dogs,2018,3,Ca De Bestiar Perro De Pastor Mallorquin,11
dogs,2018,3,Cairn Terrier,2248
dogs,2018,3,Canaan Dog,34
dogs,2018,3,Canadian Inuit Dog Husky,22
dogs,2018,3,Cane Corso Italiano,699
dogs,2018,3,Cane Da Pastore Bergamasco,764
dogs,2018,3,Cane Da Pastore Maremmano Abruzzese,483
dogs,2018,3,Cao Fila De Sao Miguel,12
dogs,2018,3,Cao Da Serra Da Estrela,66
dogs,2018,3,Cao Da Serra De Aires Portug Hutehund,79
dogs,2018,3,Cao De Castro Laboreiro,13
dogs,2018,3,Cao De Agua Portugues Portugiesischer Wasserhund,255
dogs,2018,3,Cavalier King Charles Spaniel,4205
dogs,2018,3,Ceskoslovensky Vlciak,406
dogs,2018,3,Cesky Fousek,10
dogs,2018,3,Cesky Terrier,16
dogs,2018,3,Chart Polski,11
dogs,2018,3,Chesapeake Bay Retriever,107
dogs,2018,3,Chien De Berger Belge,6788
dogs,2018,3,Chien De Berger Des Pyrenees A Face Rase,11
dogs,2018,3,Chien De Berger Des Pyrenees A Poil Long,829
dogs,2018,3,Chien De Montagne Des Pyrenees,395
dogs,2018,3,Chien De Saint Hubert,83
dogs,2018,3,Chihuahueno,26244
dogs,2018,3,Chin,115
dogs,2018,3,Chinese Crested Dog,690
dogs,2018,3,Chinook,NA
dogs,2018,3,Chodenhund Chodsky Pes,132
dogs,2018,3,Chodsky Pes,NA
dogs,2018,3,Chortaj,NA
dogs,2018,3,Chow Chow,479
dogs,2018,3,Cimarron Uruguayo,NA
dogs,2018,3,Ciobanesc Romanesc Carpatin,8
dogs,2018,3,Ciobanesc Romanesc Mioritic,NA
dogs,2018,3,Cirneco Dell Etna,49
dogs,2018,3,Clumber Spaniel,14
dogs,2018,3,Collie Smooth,94
dogs,2018,3,Collie Rough,2167
dogs,2018,3,Continental Bulldog,967
dogs,2018,3,Coton De Tulear,2638
dogs,2018,3,Curly Coated Retriever,108
dogs,2018,3,Cursinu,21
dogs,2018,3,Dalmatinski Pas,1879
dogs,2018,3,Dandie Dinmont Terrier,19
dogs,2018,3,Dansk Svensk Gardhund,46
dogs,2018,3,Deerhound,86
dogs,2018,3,Deutsch Drahthaar,346
dogs,2018,3,Deutsch Kurzhaar,204
dogs,2018,3,Deutsch Langhaar,80
dogs,2018,3,Deutsch Stichelhaar,10
dogs,2018,3,Deutsche Bracke,141
dogs,2018,3,Deutscher Boxer,3727
dogs,2018,3,Deutscher Pinscher,598
dogs,2018,3,Deutscher Schaferhund,10063
dogs,2018,3,Deutscher Vorstehhund,64
dogs,2018,3,Deutscher Wachtelhund,846
dogs,2018,3,Dingo,NA
dogs,2018,3,Do Khyi Tibet Dogge,58
dogs,2018,3,Dobermann,755
dogs,2018,3,Dogo Argentino,283
dogs,2018,3,Dogo Canario,127
dogs,2018,3,Dogue De Bordeaux,279
dogs,2018,3,Drentsche Patrijshond,20
dogs,2018,3,Drever,NA
dogs,2018,3,Dunker,27
dogs,2018,3,Englische Bulldogge,2149
dogs,2018,3,English Cocker Spaniel,6129
dogs,2018,3,English Foxhound,NA
dogs,2018,3,English Pointer,383
dogs,2018,3,English Setter,1157
dogs,2018,3,English Springer Spaniel,945
dogs,2018,3,English Toy Terrier,96
dogs,2018,3,Entlebucher Sennenhund,1693
dogs,2018,3,Epagneul Bleu De Picardie,17
dogs,2018,3,Epagneul Breton,577
dogs,2018,3,Epagneul Francais,64
dogs,2018,3,Epagneul Nain Continental,2320
dogs,2018,3,Epagneul Picard,NA
dogs,2018,3,Epagneul Saint Usuge,10
dogs,2018,3,Erdelyi Kopo,136
dogs,2018,3,Eurasier,768
dogs,2018,3,European Sled Dog Esd,180
dogs,2018,3,Field Spaniel,141
dogs,2018,3,Fila Brasileiro,13
dogs,2018,3,Flat Coated Retriever,2735
dogs,2018,3,Fox Terrier Wire,219
dogs,2018,3,Francais Blanc Et Noir,NA
dogs,2018,3,Francais Blanc Et Orange,NA
dogs,2018,3,Franzosische Bulldogge,11165
dogs,2018,3,Galgo Espanol,1178
dogs,2018,3,Germanischer Barenhund,7
dogs,2018,3,Golden Retriever,12495
dogs,2018,3,Gonczy Polski,7
dogs,2018,3,Gordon Setter,623
dogs,2018,3,Gos Rater Valencia,NA
dogs,2018,3,Gos D Atura Catala Perro De Pastor Catalan,328
dogs,2018,3,Grand Anglo Francais Blanc Orange,NA
dogs,2018,3,Grand Basset Griffon Vendee,20
dogs,2018,3,Grand Bleu De Gascogne,10
dogs,2018,3,Grand Griffon Vendeen,NA
dogs,2018,3,Great Dane,1392
dogs,2018,3,Greyhound,152
dogs,2018,3,Greyster,31
dogs,2018,3,Griechischer Hirtenhund Hellenikos Poimenikos,10
dogs,2018,3,Griffon Belge,46
dogs,2018,3,Griffon Bleu De Gascogne,45
dogs,2018,3,Griffon Bruxellois,74
dogs,2018,3,Griffon Fauve De Bretagne,51
dogs,2018,3,Griffon Nivernais,30
dogs,2018,3,Griffon D Arret A Poil Dur Korthals,88
dogs,2018,3,Griffon Mittel,162
dogs,2018,3,Gronlandshund Qimmeq Qimuttoq,71
dogs,2018,3,Grosser Munsterlander,104
dogs,2018,3,Grosser Schweizer Sennenhund,1054
dogs,2018,3,Hamiltonstovare,NA
dogs,2018,3,Hannoverscher Schweisshund,177
dogs,2018,3,Harrier,NA
dogs,2018,3,Harzer Fuchs,22
dogs,2018,3,Heading Dog,8
dogs,2018,3,Hellinikos Ichnilatis,21
dogs,2018,3,Hokkaido,NA
dogs,2018,3,Hollandse Herdershond,512
dogs,2018,3,Hollandse Smoushond,NA
dogs,2018,3,Hovawart,974
dogs,2018,3,Hrvatski Ovcar,17
dogs,2018,3,Huntaway,NA
dogs,2018,3,Irish Glen Of Imaal Terrier,7
dogs,2018,3,Irish Red And White Setter,41
dogs,2018,3,Irish Soft Coated Wheaten Terrier,355
dogs,2018,3,Irish Water Spaniel,28
dogs,2018,3,Irish Wolfhound,224
dogs,2018,3,Islenskur Fjarhundur,273
dogs,2018,3,Istarski Kratkodlaki Gonic,7
dogs,2018,3,Istarski Ostrodlaki Gonic,NA
dogs,2018,3,Jack Russell Terrier,16618
dogs,2018,3,Jagdhund Gross,NA
dogs,2018,3,Jagdhund Klein,8
dogs,2018,3,Jagdhund Mittel,57
dogs,2018,3,Jagdterrier,875
dogs,2018,3,Jamthund,NA
dogs,2018,3,Kai,NA
dogs,2018,3,Kangal Coban Kopegi,182
dogs,2018,3,Karakatschan Bulg Hirtenhund,6
dogs,2018,3,Karjalankarhukoira,22
dogs,2018,3,Kavkazskaia Ovtcharka,64
dogs,2018,3,Kerry Blue Terrier,78
dogs,2018,3,Khalag Tazi Afghanischer Wustenhund,6
dogs,2018,3,King Charles Spaniel,148
dogs,2018,3,Kishu,7
dogs,2018,3,Kleiner Munsterlander,900
dogs,2018,3,Komondor,12
dogs,2018,3,Korea Jindo Dog,6
dogs,2018,3,Kraski Ovcar,NA
dogs,2018,3,Kreuzung,139687
dogs,2018,3,Kritikos Lagonikos,273
dogs,2018,3,Kromfohrlander,263
dogs,2018,3,Kuvasz,102
dogs,2018,3,Labrador Retriever,23086
dogs,2018,3,Lagotto Romagnolo,3250
dogs,2018,3,Lakeland Terrier,181
dogs,2018,3,Lancashire Heeler,NA
dogs,2018,3,Landseer,259
dogs,2018,3,Lapinporokoira,61
dogs,2018,3,Leonberger,789
dogs,2018,3,Lhasa Apso,1304
dogs,2018,3,Longhaired Whippet,149
dogs,2018,3,Louisiana Catahoula Leopard Dog,14
dogs,2018,3,Lurcher,16
dogs,2018,3,Magyar Agar,40
dogs,2018,3,Magyar Vizsla Drotzoru,6
dogs,2018,3,Magyar Vizsla Rovidszoru,1320
dogs,2018,3,Magyar Vizsla Rauhhaar,490
dogs,2018,3,Maltese,6321
dogs,2018,3,Manchester Terrier,118
dogs,2018,3,Markiesje,7
dogs,2018,3,Mastiff,53
dogs,2018,3,Mastin Espanol,36
dogs,2018,3,Mastin Del Pirineo,11
dogs,2018,3,Mastino Neapoletano,30
dogs,2018,3,Miniature Bull Terrier,435
dogs,2018,3,Molosse Gross,9
dogs,2018,3,Molosse Mitttelgross,5
dogs,2018,3,Molosse Riesig,NA
dogs,2018,3,Mongolischer Hirtenhund Buryato,7
dogs,2018,3,Mudi,110
dogs,2018,3,Nederlandse Kooikerhondje,656
dogs,2018,3,Nederlandse Schapendoes,330
dogs,2018,3,Newfoundland,895
dogs,2018,3,Nihon Supittsu,NA
dogs,2018,3,Nihon Teria,NA
dogs,2018,3,Norfolk Terrier,329
dogs,2018,3,Norrbottenspets,NA
dogs,2018,3,Norsk Elghund Gra,14
dogs,2018,3,Norsk Elghund Sort,NA
dogs,2018,3,Norsk Lundehund,32
dogs,2018,3,North American Shepherd,1089
dogs,2018,3,Norwegischer Buhund,10
dogs,2018,3,Norwich Terrier,356
dogs,2018,3,Nova Scotia Duck Tolling Retriever,930
dogs,2018,3,Ogar Polski,7
dogs,2018,3,Old English Bulldog,669
dogs,2018,3,Old English Sheepdog Bobtail,475
dogs,2018,3,Osterreichischer Pinscher,19
dogs,2018,3,Otterhound,20
dogs,2018,3,Pachon Navarro,NA
dogs,2018,3,Pariahund,NA
dogs,2018,3,Parson Russell Terrier,3176
dogs,2018,3,Patterdale Terrier,47
dogs,2018,3,Pekingese,2349
dogs,2018,3,Perdigueiro Portugues,18
dogs,2018,3,Perro Dogo Mallorquin Ca De Bou,17
dogs,2018,3,Perro Sin Pelo Del Peru,31
dogs,2018,3,Perro De Agua Espanol,284
dogs,2018,3,Petit Basset Griffon Vendeen,112
dogs,2018,3,Petit Bleu De Gascogne,18
dogs,2018,3,Petit Brabancon,91
dogs,2018,3,Petit Chien Lion,165
dogs,2018,3,Petit Gascon Saintongeois,10
dogs,2018,3,Pharaoh Hound,13
dogs,2018,3,Piccolo Levriero Italiano,379
dogs,2018,3,Pit Bull Terrier,505
dogs,2018,3,Plott Hound,NA
dogs,2018,3,Podenco Andaluz,50
dogs,2018,3,Podenco Canario,64
dogs,2018,3,Podenco Ibicenco,685
dogs,2018,3,Podengo Portugues Pequeno,192
dogs,2018,3,Poitevin,8
dogs,2018,3,Polski Owczarek Nizinny,143
dogs,2018,3,Polski Owczarek Podhalanski,46
dogs,2018,3,Porcelaine,14
dogs,2018,3,Posavski Gonic,NA
dogs,2018,3,Prager Rattler Prazsky Krysarik,712
dogs,2018,3,Prazsky Krysarik,6
dogs,2018,3,Pudelpointer,25
dogs,2018,3,Pug,6030
dogs,2018,3,Puli,117
dogs,2018,3,Pumi,35
dogs,2018,3,Rafeiro Do Alentejo,8
dogs,2018,3,Rasse Unbekannt,1264
dogs,2018,3,Rat Terrier,9
dogs,2018,3,Ratier Du Jura,748
dogs,2018,3,Ratonero Bodeguero Andaluz,202
dogs,2018,3,Rhodesian Ridgeback,2093
dogs,2018,3,Riesenschnauzer,950
dogs,2018,3,Rottweiler,1693
dogs,2018,3,Russkaya Psovaya Borzaya,283
dogs,2018,3,Russkiy Tchiorny Terrier,120
dogs,2018,3,Russkiy Toy Russischer Toy Terrier,276
dogs,2018,3,Russko Evropeiskaia Laika,11
dogs,2018,3,Saarlooswolfhond,129
dogs,2018,3,Sabueso Espanol,8
dogs,2018,3,Saluki,215
dogs,2018,3,Samoiedskaia Sabaka,975
dogs,2018,3,Schaferhund,2092
dogs,2018,3,Schaferhund Gross,215
dogs,2018,3,Schaferhund Klein,37
dogs,2018,3,Schaferhund Mittelgross,333
dogs,2018,3,Schaferhund Riesig,NA
dogs,2018,3,Schillerstovare,NA
dogs,2018,3,Schipperke,222
dogs,2018,3,Schnauzer,834
dogs,2018,3,Schnauzer Gross,2180
dogs,2018,3,Schnauzer Klein,719
dogs,2018,3,Schnauzer Mittelgross,165
dogs,2018,3,Schnauzer Riesig,8
dogs,2018,3,Schwarzwalder Schweisshund,23
dogs,2018,3,Schweizer Laufhund,2106
dogs,2018,3,Schweizer Niederlaufhund,834
dogs,2018,3,Schweizer Sennenhund Gross,130
dogs,2018,3,Schweizer Sennenhund Klein,NA
dogs,2018,3,Schweizer Sennenhund Mittelgross,36
dogs,2018,3,Schweizer Sennenhund Riesig,13
dogs,2018,3,Scottish Terrier,385
dogs,2018,3,Sealyham Terrier,19
dogs,2018,3,Segugio Italiano Kurzhaarig,150
dogs,2018,3,Setter,898
dogs,2018,3,Shar Pei,801
dogs,2018,3,Shetland Sheepdog Sheltie,2522
dogs,2018,3,Shiba Inu,1240
dogs,2018,3,Shih Tzu,5459
dogs,2018,3,Shikoku,14
dogs,2018,3,Shiloh Shepherd Dog,8
dogs,2018,3,Siberian Husky,4482
dogs,2018,3,Skye Terrier,24
dogs,2018,3,Sloughi,97
dogs,2018,3,Slovensky Cuvac,21
dogs,2018,3,Slovensky Hrubosrsty Stavac Ohar,6
dogs,2018,3,Slovensky Kopov,119
dogs,2018,3,Spinone Italiano,72
dogs,2018,3,Sredneasiatskaya Ovtcharka,16
dogs,2018,3,Srpski Gonic,10
dogs,2018,3,Srpski Trobojni Gonic,NA
dogs,2018,3,St Bernhardshund,1073
dogs,2018,3,Stabijhoun,26
dogs,2018,3,Staffordshire Bull Terrier,1838
dogs,2018,3,Steirische Rauhaarbracke,76
dogs,2018,3,Suomenajokoira,NA
dogs,2018,3,Suomenlapinkoira,161
dogs,2018,3,Suomenpystykorva,14
dogs,2018,3,Sussex Spaniel,NA
dogs,2018,3,Taiwan Dog,NA
dogs,2018,3,Terrier Brasileiro,15
dogs,2018,3,Terrier Gross,14
dogs,2018,3,Terrier Klein,369
dogs,2018,3,Terrier Mittel,211
dogs,2018,3,Thai Ridgeback Dog,42
dogs,2018,3,Tibetan Spaniel,920
dogs,2018,3,Tibetan Terrier,2043
dogs,2018,3,Tiroler Bracke,120
dogs,2018,3,Tornjak,11
dogs,2018,3,Tosa,7
dogs,2018,3,Treeing Walker Coonhound,NA
dogs,2018,3,Treibhund Gross,62
dogs,2018,3,Treibhund Mittelgross,444
dogs,2018,3,Vastgotaspets,132
dogs,2018,3,Volpino Italiano,421
dogs,2018,3,Vostotchno Sibirskaia Laika,NA
dogs,2018,3,Waller,65
dogs,2018,3,Weimaraner,1053
dogs,2018,3,Weisser Schaferhund A C,1133
dogs,2018,3,Weisser Schweizer Schaferhund,1891
dogs,2018,3,Welsh Corgi Cardigan,174
dogs,2018,3,Welsh Corgi Pembroke,245
dogs,2018,3,Welsh Springer Spaniel,172
dogs,2018,3,Welsh Terrier,306
dogs,2018,3,West Highland White Terrier,4914
dogs,2018,3,Westfalenterrier,49
dogs,2018,3,Westfalische Dachsbracke,14
dogs,2018,3,Wetterhoun,NA
dogs,2018,3,Whippet,1517
dogs,2018,3,Wolfshund,545
dogs,2018,3,Xoloitzcuintle Zwischenvarietat,90
dogs,2018,3,Yorkshire Terrier,18600
dogs,2018,3,Yugoslovenski Ovcarski Pas Sarplaninac,42
dogs,2018,3,Yuzhnorusskaya Ovtcharka,6
dogs,2018,3,Zapadno Sibirskaia Laika,11
dogs,2018,3,Zwerg Dachshund,6594
dogs,2018,3,Zwergpinscher Rehpinscher,3241
dogs,2018,3,Zwergpudel,10998
dogs,2018,3,Zwergschnauzer,1413
dogs,2018,3,Zwergspitz Pomeranian,6248
dogs,2018,3,Miniature American Shepherd,5
dogs,2018,3,Hahoawu Schensi,NA
dogs,2018,3,Yakutskaya Laika,NA
dogs,2018,3,American Water Spaniel,NA
dogs,2018,3,Gammel Dansk Honsehund,NA
dogs,2018,3,Perdiguero De Burgos,NA
dogs,2018,3,Ciobanesc Romanesc De Bucovina,NA
dogs,2018,3,Cao De Gado Transmontano,NA
dogs,2018,3,Crnogorski Planinski Gonic,NA
dogs,2018,3,Segugio Maremmano,NA
dogs,2018,3,American Foxhound,NA
dogs,2018,3,Canadian Eskimo Dog,NA
dogs,2018,3,Dansk Svensk Gardshund,NA
dogs,2018,3,Svensk Lapphund,NA
dogs,2018,3,Thai Bangkaew Dog,NA
dogs,2018,3,Segugio Italiano A Pelo Forte,NA
dogs,2018,3,Black And Tan Coonhound,NA
dogs,2018,3,Chien D Artois,NA
dogs,2018,3,Hygenhund,NA
dogs,2018,3,Grand Anglo Francais Tricolore,NA
dogs,2018,3,Grand Anglo Francais Blanc Et Noir,NA
dogs,2018,3,Eesti Hagijas,NA
dogs,2018,4,Affenpinscher,91
dogs,2018,4,Afghan Hound,277
dogs,2018,4,Aidi Chien De Montagne De L Atlas,5
dogs,2018,4,Airedale Terrier,667
dogs,2018,4,Akita,639
dogs,2018,4,Alaskan Husky,479
dogs,2018,4,Alaskan Malamute,822
dogs,2018,4,Alpenlandische Dachsbracke,369
dogs,2018,4,Altdeutscher Schaferhund,858
dogs,2018,4,American Akita,105
dogs,2018,4,American Bull Terrier,26
dogs,2018,4,American Bulldog,512
dogs,2018,4,American Cocker Spaniel,556
dogs,2018,4,American Eskimo Dog,10
dogs,2018,4,American Hairless Terrier,33
dogs,2018,4,American Staffordshire Terrier,2069
dogs,2018,4,Anglo Francais De Petite Venerie,9
dogs,2018,4,Anjing Kintamani Bali,NA
dogs,2018,4,Appenzeller Sennenhund,3947
dogs,2018,4,Ariegeois,9
dogs,2018,4,Australian Cattle Dog,333
dogs,2018,4,Australian Kelpie,368
dogs,2018,4,Australian Shepherd,5006
dogs,2018,4,Australian Silky Terrier,174
dogs,2018,4,Australian Stumpy Tail Cattle Dog,NA
dogs,2018,4,Australian Terrier,129
dogs,2018,4,Azawakh,65
dogs,2018,4,Barbet,427
dogs,2018,4,Bardino,17
dogs,2018,4,Basenji,286
dogs,2018,4,Basset Artesien Normand,26
dogs,2018,4,Basset Bleu De Gascogne,7
dogs,2018,4,Basset Fauve De Bretagne,139
dogs,2018,4,Basset Hound,501
dogs,2018,4,Bayerischer Gebirgsschweisshund,454
dogs,2018,4,Beagle,4561
dogs,2018,4,Beagle Harrier,8
dogs,2018,4,Bearded Collie,731
dogs,2018,4,Bedlington Terrier,41
dogs,2018,4,Berger De Beauce,1240
dogs,2018,4,Berger De Picardie Berger Picard,195
dogs,2018,4,Berger De Savoie,12
dogs,2018,4,Berner Sennenhund,7468
dogs,2018,4,Bichon,757
dogs,2018,4,Bichon Havanais,4302
dogs,2018,4,Bichon A Poil Frise,1762
dogs,2018,4,Boerboel,82
dogs,2018,4,Bolognese,458
dogs,2018,4,Bolonka Zwetna,5774
dogs,2018,4,Border Collie,11854
dogs,2018,4,Border Terrier,1190
dogs,2018,4,Bosanski Ostrodlaki Gonic Barak,6
dogs,2018,4,Boston Terrier,981
dogs,2018,4,Bouvier Des Ardennes,NA
dogs,2018,4,Bouvier Des Flandres Vlaamse Koehond,118
dogs,2018,4,Bracco Italiano Italienischer Vorstehhund,34
dogs,2018,4,Brandlbracke Vieraugl,151
dogs,2018,4,Braque Francais Type Gascogne,13
dogs,2018,4,Braque Francais Type Pyrenees,NA
dogs,2018,4,Braque Saint Germain,8
dogs,2018,4,Braque D Auvergne,29
dogs,2018,4,Braque De L Ariege,NA
dogs,2018,4,Braque Du Bourbonnais,38
dogs,2018,4,Briard Berger De Brie,519
dogs,2018,4,Briquet Griffon Vendeen,21
dogs,2018,4,Broholmer,25
dogs,2018,4,Bull Terrier,526
dogs,2018,4,Bullartiger Terrier Gross,6
dogs,2018,4,Bullartiger Terrier Klein,23
dogs,2018,4,Bullartiger Terrier Mittel,16
dogs,2018,4,Bullmastiff,187
dogs,2018,4,Ca De Bestiar Perro De Pastor Mallorquin,11
dogs,2018,4,Cairn Terrier,2237
dogs,2018,4,Canaan Dog,34
dogs,2018,4,Canadian Inuit Dog Husky,22
dogs,2018,4,Cane Corso Italiano,702
dogs,2018,4,Cane Da Pastore Bergamasco,756
dogs,2018,4,Cane Da Pastore Maremmano Abruzzese,488
dogs,2018,4,Cao Fila De Sao Miguel,12
dogs,2018,4,Cao Da Serra Da Estrela,65
dogs,2018,4,Cao Da Serra De Aires Portug Hutehund,79
dogs,2018,4,Cao De Castro Laboreiro,13
dogs,2018,4,Cao De Agua Portugues Portugiesischer Wasserhund,256
dogs,2018,4,Cavalier King Charles Spaniel,4213
dogs,2018,4,Ceskoslovensky Vlciak,409
dogs,2018,4,Cesky Fousek,10
dogs,2018,4,Cesky Terrier,16
dogs,2018,4,Chart Polski,11
dogs,2018,4,Chesapeake Bay Retriever,107
dogs,2018,4,Chien De Berger Belge,6776
dogs,2018,4,Chien De Berger Des Pyrenees A Face Rase,11
dogs,2018,4,Chien De Berger Des Pyrenees A Poil Long,824
dogs,2018,4,Chien De Montagne Des Pyrenees,398
dogs,2018,4,Chien De Saint Hubert,81
dogs,2018,4,Chihuahueno,26331
dogs,2018,4,Chin,115
dogs,2018,4,Chinese Crested Dog,688
dogs,2018,4,Chinook,NA
dogs,2018,4,Chodenhund Chodsky Pes,138
dogs,2018,4,Chodsky Pes,NA
dogs,2018,4,Chortaj,NA
dogs,2018,4,Chow Chow,481
dogs,2018,4,Cimarron Uruguayo,NA
dogs,2018,4,Ciobanesc Romanesc Carpatin,8
dogs,2018,4,Ciobanesc Romanesc Mioritic,NA
dogs,2018,4,Cirneco Dell Etna,49
dogs,2018,4,Clumber Spaniel,15
dogs,2018,4,Collie Smooth,93
dogs,2018,4,Collie Rough,2162
dogs,2018,4,Continental Bulldog,978
dogs,2018,4,Coton De Tulear,2634
dogs,2018,4,Curly Coated Retriever,119
dogs,2018,4,Cursinu,21
dogs,2018,4,Dalmatinski Pas,1862
dogs,2018,4,Dandie Dinmont Terrier,18
dogs,2018,4,Dansk Svensk Gardhund,46
dogs,2018,4,Deerhound,86
dogs,2018,4,Deutsch Drahthaar,353
dogs,2018,4,Deutsch Kurzhaar,205
dogs,2018,4,Deutsch Langhaar,78
dogs,2018,4,Deutsch Stichelhaar,10
dogs,2018,4,Deutsche Bracke,140
dogs,2018,4,Deutscher Boxer,3728
dogs,2018,4,Deutscher Pinscher,596
dogs,2018,4,Deutscher Schaferhund,10044
dogs,2018,4,Deutscher Vorstehhund,65
dogs,2018,4,Deutscher Wachtelhund,848
dogs,2018,4,Dingo,NA
dogs,2018,4,Do Khyi Tibet Dogge,58
dogs,2018,4,Dobermann,758
dogs,2018,4,Dogo Argentino,283
dogs,2018,4,Dogo Canario,125
dogs,2018,4,Dogue De Bordeaux,278
dogs,2018,4,Drentsche Patrijshond,20
dogs,2018,4,Drever,NA
dogs,2018,4,Dunker,27
dogs,2018,4,Englische Bulldogge,2158
dogs,2018,4,English Cocker Spaniel,6117
dogs,2018,4,English Foxhound,NA
dogs,2018,4,English Pointer,382
dogs,2018,4,English Setter,1161
dogs,2018,4,English Springer Spaniel,950
dogs,2018,4,English Toy Terrier,100
dogs,2018,4,Entlebucher Sennenhund,1694
dogs,2018,4,Epagneul Bleu De Picardie,18
dogs,2018,4,Epagneul Breton,576
dogs,2018,4,Epagneul Francais,65
dogs,2018,4,Epagneul Nain Continental,2312
dogs,2018,4,Epagneul Picard,NA
dogs,2018,4,Epagneul Saint Usuge,10
dogs,2018,4,Erdelyi Kopo,139
dogs,2018,4,Eurasier,764
dogs,2018,4,European Sled Dog Esd,178
dogs,2018,4,Field Spaniel,140
dogs,2018,4,Fila Brasileiro,13
dogs,2018,4,Flat Coated Retriever,2742
dogs,2018,4,Fox Terrier Wire,219
dogs,2018,4,Francais Blanc Et Noir,NA
dogs,2018,4,Francais Blanc Et Orange,NA
dogs,2018,4,Franzosische Bulldogge,11282
dogs,2018,4,Galgo Espanol,1193
dogs,2018,4,Germanischer Barenhund,7
dogs,2018,4,Golden Retriever,12430
dogs,2018,4,Gonczy Polski,7
dogs,2018,4,Gordon Setter,620
dogs,2018,4,Gos Rater Valencia,NA
dogs,2018,4,Gos D Atura Catala Perro De Pastor Catalan,331
dogs,2018,4,Grand Anglo Francais Blanc Orange,NA
