stockname,timestamp,open,high,low,close,volume
AAPL,2025-01-11,236.98693666666668,237.0085280952381,236.97267349206348,236.99091182539684,NA
AAPL,2025-01-13,NA,NA,NA,NA,NA
AAPL,2025-01-14,NA,NA,NA,NA,NA
AAPL,2025-01-15,NA,NA,NA,NA,NA
AAPL,2025-01-16,NA,NA,NA,NA,NA
AAPL,2025-01-17,NA,NA,NA,NA,NA
AAPL,2025-01-18,229.52086664254702,229.5899415340087,229.45818415340088,229.52489413892908,0
AAPL,2025-01-21,223.09638715956473,223.2563715999363,222.97025270305454,223.08513539252377,1871656687
AAPL,2025-01-22,NA,NA,NA,NA,NA
AAPL,2025-01-23,NA,NA,NA,NA,NA
AAPL,2025-01-24,NA,NA,NA,NA,NA
AAPL,2025-01-25,222.2512684330053,222.27986010598033,222.21648811506435,222.24898349735048,0
AAPL,2025-01-27,NA,NA,NA,NA,NA
AAPL,2025-01-28,NA,NA,NA,NA,NA
AAPL,2025-01-29,NA,NA,NA,NA,NA
AAPL,2025-01-30,NA,NA,NA,NA,NA
AAPL,2025-01-31,NA,NA,NA,NA,NA
AAPL,2025-02-01,234.6592303030303,234.71369166666668,234.60309303030303,234.64314,0
AAPL,2025-02-03,NA,NA,NA,NA,NA
AAPL,2025-02-04,NA,NA,NA,NA,NA
AAPL,2025-02-05,NA,NA,NA,NA,NA
AAPL,2025-02-06,NA,NA,NA,NA,NA
AAPL,2025-02-07,NA,NA,NA,NA,NA
AAPL,2025-02-08,227.2792928501469,227.29881038197846,227.2601599412341,227.28150401567092,0
AAPL,2025-02-10,NA,NA,NA,NA,NA
AAPL,2025-02-11,NA,NA,NA,NA,NA
AAPL,2025-02-12,NA,NA,NA,NA,NA
AAPL,2025-02-13,NA,NA,NA,NA,NA
AAPL,2025-02-14,NA,NA,NA,NA,NA
AAPL,2025-02-15,244.63561636363636,244.68742,244.59236,244.63639272727272,0
AAPL,2025-02-18,NA,NA,NA,NA,NA
AAPL,2025-02-19,244.5441442960431,244.61048478246326,244.47141281606775,244.54727921594267,117030614
AAPL,2025-02-20,NA,NA,NA,NA,NA
AAPL,2025-02-21,246.03142389451259,246.1200043457323,245.9585883572632,246.04435819762674,198199984
AAPL,2025-02-22,245.1299864978903,245.15405738396623,245.1092742616034,245.12965232067512,0
ABEV,2025-01-01,1.86,1.86,1.8589705882352943,1.8589705882352943,NA
ABEV,2025-01-02,NA,NA,NA,NA,NA
ABEV,2025-01-03,NA,NA,NA,NA,NA
ABEV,2025-01-04,1.7774916666666667,1.7783416666666667,1.7766666666666666,1.7775,NA
ABEV,2025-01-06,NA,NA,NA,NA,NA
ABEV,2025-01-07,NA,NA,NA,NA,NA
ABEV,2025-01-08,1.8303018066372507,1.833082693560949,1.8264580690280212,1.8299680650730197,NA
ABEV,2025-01-09,1.8364,1.8364,1.8364,1.8364,NA
ABEV,2025-01-10,NA,NA,NA,NA,NA
ABEV,2025-01-11,1.7899666666666667,1.7899666666666667,1.7899666666666667,1.7899666666666667,NA
ABEV,2025-01-13,NA,NA,NA,NA,NA
ABEV,2025-01-14,NA,NA,NA,NA,NA
ABEV,2025-01-15,NA,NA,NA,NA,NA
ABEV,2025-01-16,NA,NA,NA,NA,NA
ABEV,2025-01-17,NA,NA,NA,NA,NA
ABEV,2025-01-18,1.787390243902439,1.788609756097561,1.786170731707317,1.787390243902439,0
ABEV,2025-01-21,NA,NA,NA,NA,NA
ABEV,2025-01-22,NA,NA,NA,NA,NA
ABEV,2025-01-23,NA,NA,NA,NA,NA
ABEV,2025-01-24,NA,NA,NA,NA,NA
ABEV,2025-01-25,1.8076165322580646,1.8080149193548387,1.8076012096774194,1.8080149193548387,0
ABEV,2025-01-27,NA,NA,NA,NA,NA
ABEV,2025-01-28,NA,NA,NA,NA,NA
ABEV,2025-01-29,NA,NA,NA,NA,NA
ABEV,2025-01-30,NA,NA,NA,NA,NA
ABEV,2025-01-31,NA,NA,NA,NA,NA
ABEV,2025-02-01,1.87214,1.87214,1.87214,1.87214,0
ABEV,2025-02-03,NA,NA,NA,NA,NA
ABEV,2025-02-04,NA,NA,NA,NA,NA
ABEV,2025-02-05,NA,NA,NA,NA,NA
ABEV,2025-02-06,NA,NA,NA,NA,NA
ABEV,2025-02-07,NA,NA,NA,NA,NA
ABEV,2025-02-08,1.8299888888888889,1.8300883040935674,1.8289947368421053,1.8290941520467836,0
ABEV,2025-02-10,NA,NA,NA,NA,NA
ABEV,2025-02-11,NA,NA,NA,NA,NA
ABEV,2025-02-12,NA,NA,NA,NA,NA
ABEV,2025-02-13,NA,NA,NA,NA,NA
ABEV,2025-02-14,NA,NA,NA,NA,NA
ABEV,2025-02-15,1.917425,1.917425,1.917425,1.917425,0
ABEV,2025-02-18,NA,NA,NA,NA,NA
ABEV,2025-02-19,NA,NA,NA,NA,NA
ABEV,2025-02-20,NA,NA,NA,NA,NA
ABEV,2025-02-21,1.9198266832331545,1.922205879563087,1.916551188784139,1.919968288873594,70636881
ABEV,2025-02-22,1.9201846153846154,1.9221435897435897,1.9201230769230768,1.9220820512820513,0
ACHR,2025-01-01,9.751131299734748,9.755814854111406,9.746028912466844,9.751211936339523,NA
ACHR,2025-01-02,NA,NA,NA,NA,NA
ACHR,2025-01-03,NA,NA,NA,NA,NA
ACHR,2025-01-04,11.389581355932204,11.401079661016949,11.376742372881356,11.388703389830509,NA
ACHR,2025-01-06,NA,NA,NA,NA,NA
ACHR,2025-01-07,NA,NA,NA,NA,NA
ACHR,2025-01-08,10.638962920960147,10.656365467618828,10.621054885885563,10.637928420696532,NA
ACHR,2025-01-09,10.498037931034483,10.510337931034483,10.484544827586207,10.498500492610837,NA
ACHR,2025-01-10,NA,NA,NA,NA,NA
ACHR,2025-01-11,8.94088,8.945163333333333,8.93390119047619,8.940201031746032,NA
ACHR,2025-01-13,NA,NA,NA,NA,NA
ACHR,2025-01-14,NA,NA,NA,NA,NA
ACHR,2025-01-15,NA,NA,NA,NA,NA
ACHR,2025-01-16,NA,NA,NA,NA,NA
ACHR,2025-01-17,NA,NA,NA,NA,NA
ACHR,2025-01-18,8.901995958083832,8.909670658682636,8.895292215568862,8.904612724550898,0
ACHR,2025-01-21,NA,NA,NA,NA,NA
ACHR,2025-01-22,NA,NA,NA,NA,NA
ACHR,2025-01-23,NA,NA,NA,NA,NA
ACHR,2025-01-24,NA,NA,NA,NA,NA
ACHR,2025-01-25,10.013665031789282,10.0183068119891,10.007144959128066,10.012733878292462,0
ACHR,2025-01-27,NA,NA,NA,NA,NA
ACHR,2025-01-28,NA,NA,NA,NA,NA
ACHR,2025-01-29,NA,NA,NA,NA,NA
ACHR,2025-01-30,NA,NA,NA,NA,NA
ACHR,2025-01-31,NA,NA,NA,NA,NA
ACHR,2025-02-01,9.425040816326531,9.430240816326531,9.420471428571428,9.424742857142856,0
ACHR,2025-02-03,NA,NA,NA,NA,NA
ACHR,2025-02-04,NA,NA,NA,NA,NA
ACHR,2025-02-05,NA,NA,NA,NA,NA
ACHR,2025-02-06,NA,NA,NA,NA,NA
ACHR,2025-02-07,NA,NA,NA,NA,NA
ACHR,2025-02-08,9.029654316069056,9.032514342629481,9.025360026560424,9.029454581673306,0
ACHR,2025-02-10,NA,NA,NA,NA,NA
ACHR,2025-02-11,NA,NA,NA,NA,NA
ACHR,2025-02-12,NA,NA,NA,NA,NA
ACHR,2025-02-13,NA,NA,NA,NA,NA
ACHR,2025-02-14,NA,NA,NA,NA,NA
ACHR,2025-02-15,10.281375517890773,10.287260640301318,10.267013559322034,10.276994915254237,0
ACHR,2025-02-18,NA,NA,NA,NA,NA
ACHR,2025-02-19,10.490847413284506,10.50327044794271,10.474670781031087,10.488826938093261,130041268
ACHR,2025-02-20,NA,NA,NA,NA,NA
ACHR,2025-02-21,9.734521955911513,9.744734076906472,9.72155014812495,9.733253321357505,161526755
ACHR,2025-02-22,9.283651898734178,9.28972194092827,9.27393375527426,9.283287341772152,0
ADT,2025-01-01,6.92,6.92,6.92,6.92,NA
ADT,2025-01-02,NA,NA,NA,NA,NA
ADT,2025-01-03,NA,NA,NA,NA,NA
ADT,2025-01-04,7.068333333333333,7.07,7.068333333333333,7.07,NA
ADT,2025-01-06,NA,NA,NA,NA,NA
ADT,2025-01-07,NA,NA,NA,NA,NA
ADT,2025-01-08,NA,NA,NA,NA,NA
ADT,2025-01-09,7.02,7.02,7.02,7.02,NA
ADT,2025-01-10,NA,NA,NA,NA,NA
ADT,2025-01-11,6.88,6.88,6.88,6.88,NA
ADT,2025-01-13,NA,NA,NA,NA,NA
ADT,2025-01-14,NA,NA,NA,NA,NA
ADT,2025-01-15,NA,NA,NA,NA,NA
ADT,2025-01-16,NA,NA,NA,NA,NA
ADT,2025-01-17,NA,NA,NA,NA,NA
ADT,2025-01-18,7.230296470588236,7.230296470588236,7.230296470588236,7.230296470588236,0
ADT,2025-01-21,NA,NA,NA,NA,NA
ADT,2025-01-22,NA,NA,NA,NA,NA
ADT,2025-01-23,NA,NA,NA,NA,NA
ADT,2025-01-24,NA,NA,NA,NA,NA
ADT,2025-01-25,7.426273291925466,7.426273291925466,7.426273291925466,7.426273291925466,0
ADT,2025-01-27,NA,NA,NA,NA,NA
ADT,2025-01-28,NA,NA,NA,NA,NA
ADT,2025-01-29,NA,NA,NA,NA,NA
ADT,2025-01-30,NA,NA,NA,NA,NA
ADT,2025-01-31,NA,NA,NA,NA,NA
ADT,2025-02-01,7.680524590163934,7.680524590163934,7.680524590163934,7.680524590163934,0
ADT,2025-02-03,NA,NA,NA,NA,NA
ADT,2025-02-04,NA,NA,NA,NA,NA
ADT,2025-02-05,NA,NA,NA,NA,NA
ADT,2025-02-06,NA,NA,NA,NA,NA
ADT,2025-02-07,NA,NA,NA,NA,NA
ADT,2025-02-10,NA,NA,NA,NA,NA
ADT,2025-02-11,NA,NA,NA,NA,NA
ADT,2025-02-12,NA,NA,NA,NA,NA
ADT,2025-02-13,NA,NA,NA,NA,NA
ADT,2025-02-14,NA,NA,NA,NA,NA
ADT,2025-02-15,7.594054054054054,7.594054054054054,7.594054054054054,7.594054054054054,0
ADT,2025-02-18,NA,NA,NA,NA,NA
ADT,2025-02-19,NA,NA,NA,NA,NA
ADT,2025-02-20,NA,NA,NA,NA,NA
ADT,2025-02-21,NA,NA,NA,NA,NA
ADT,2025-02-22,7.4222222222222225,7.4222222222222225,7.4222222222222225,7.4222222222222225,0
AES,2025-01-01,12.9259,12.9259,12.9259,12.9259,NA
AES,2025-01-02,NA,NA,NA,NA,NA
AES,2025-01-03,NA,NA,NA,NA,NA
AES,2025-01-04,13.165707142857142,13.167142857142856,13.159278571428572,13.160707142857143,NA
AES,2025-01-06,NA,NA,NA,NA,NA
AES,2025-01-07,NA,NA,NA,NA,NA
AES,2025-01-08,12.428393312049971,12.436268144526693,12.418736856884573,12.426870511823813,NA
AES,2025-01-09,12.441554545454546,12.442509090909091,12.441554545454546,12.442509090909091,NA
AES,2025-01-10,NA,NA,NA,NA,NA
AES,2025-01-11,12.12659,12.12659,12.12659,12.12659,NA
AES,2025-01-13,NA,NA,NA,NA,NA
AES,2025-01-14,NA,NA,NA,NA,NA
AES,2025-01-15,NA,NA,NA,NA,NA
AES,2025-01-16,NA,NA,NA,NA,NA
AES,2025-01-17,NA,NA,NA,NA,NA
AES,2025-01-18,11.844693973634651,11.847725988700565,11.844693973634651,11.847725988700565,0
AES,2025-01-21,11.807769591224712,11.814083641711656,11.801081616397727,11.806906878205398,277041214
AES,2025-01-22,NA,NA,NA,NA,NA
AES,2025-01-23,NA,NA,NA,NA,NA
AES,2025-01-24,NA,NA,NA,NA,NA
AES,2025-01-25,11.631669683257918,11.631669683257918,11.621953846153845,11.621953846153845,0
AES,2025-01-27,NA,NA,NA,NA,NA
AES,2025-01-28,NA,NA,NA,NA,NA
AES,2025-01-29,NA,NA,NA,NA,NA
AES,2025-01-30,NA,NA,NA,NA,NA
AES,2025-01-31,NA,NA,NA,NA,NA
AES,2025-02-01,11.031534979423869,11.039574485596708,11.02972427983539,11.037763786008231,0
AES,2025-02-03,NA,NA,NA,NA,NA
AES,2025-02-04,NA,NA,NA,NA,NA
AES,2025-02-05,NA,NA,NA,NA,NA
AES,2025-02-06,NA,NA,NA,NA,NA
AES,2025-02-07,NA,NA,NA,NA,NA
AES,2025-02-08,10.588833333333334,10.589944444444445,10.588833333333334,10.589944444444445,0
AES,2025-02-10,NA,NA,NA,NA,NA
AES,2025-02-11,NA,NA,NA,NA,NA
AES,2025-02-12,NA,NA,NA,NA,NA
AES,2025-02-13,NA,NA,NA,NA,NA
AES,2025-02-14,NA,NA,NA,NA,NA
AES,2025-02-15,10.01824427480916,10.01824427480916,10.016717557251908,10.016717557251908,0
AES,2025-02-18,NA,NA,NA,NA,NA
AES,2025-02-19,10.341337070075959,10.34687783861888,10.336658539801073,10.341592537078913,49244470
AES,2025-02-20,NA,NA,NA,NA,NA
AES,2025-02-21,10.719946541832957,10.72602004595072,10.712626284167104,10.71898987165454,80904774
AES,2025-02-22,10.704285714285714,10.707142857142857,10.704285714285714,10.707142857142857,0
AFRM,2025-01-01,60.82185555555556,60.82185555555556,60.819633333333336,60.819633333333336,NA
AFRM,2025-01-02,NA,NA,NA,NA,NA
AFRM,2025-01-03,NA,NA,NA,NA,NA
AFRM,2025-01-04,66.5199,66.54116666666667,66.5199,66.54116666666667,NA
AFRM,2025-01-06,NA,NA,NA,NA,NA
AFRM,2025-01-07,NA,NA,NA,NA,NA
AFRM,2025-01-08,NA,NA,NA,NA,NA
AFRM,2025-01-09,58.62248888888889,58.622527777777776,58.62248888888889,58.622527777777776,NA
AFRM,2025-01-10,NA,NA,NA,NA,NA
AFRM,2025-01-11,55.1831125,55.1937375,55.1781125,55.1887375,NA
AFRM,2025-01-13,NA,NA,NA,NA,NA
AFRM,2025-01-14,NA,NA,NA,NA,NA
AFRM,2025-01-15,NA,NA,NA,NA,NA
AFRM,2025-01-16,58.522106919500594,58.571606004324096,58.47461758042764,58.5237408964372,123716800
AFRM,2025-01-17,NA,NA,NA,NA,NA
AFRM,2025-01-18,58.075840248962656,58.07627178423237,58.075840248962656,58.07627178423237,0
AFRM,2025-01-21,56.87509473548058,56.92556907966207,56.823444314797065,56.87627367639669,95142635
AFRM,2025-01-22,NA,NA,NA,NA,NA
AFRM,2025-01-23,NA,NA,NA,NA,NA
AFRM,2025-01-24,NA,NA,NA,NA,NA
AFRM,2025-01-25,55.70013968871596,55.709358754863814,55.69965175097276,55.708863424124516,0
AFRM,2025-01-27,NA,NA,NA,NA,NA
AFRM,2025-01-28,NA,NA,NA,NA,NA
AFRM,2025-01-29,NA,NA,NA,NA,NA
AFRM,2025-01-30,NA,NA,NA,NA,NA
AFRM,2025-01-31,NA,NA,NA,NA,NA
AFRM,2025-02-01,60.734890965732085,60.734890965732085,60.729289719626166,60.729289719626166,0
AFRM,2025-02-03,NA,NA,NA,NA,NA
AFRM,2025-02-04,NA,NA,NA,NA,NA
AFRM,2025-02-05,NA,NA,NA,NA,NA
AFRM,2025-02-06,NA,NA,NA,NA,NA
AFRM,2025-02-07,NA,NA,NA,NA,NA
AFRM,2025-02-08,74.75759002732241,74.78181967213115,74.73544357923497,74.760075,0
AFRM,2025-02-10,NA,NA,NA,NA,NA
AFRM,2025-02-11,NA,NA,NA,NA,NA
AFRM,2025-02-12,NA,NA,NA,NA,NA
AFRM,2025-02-13,NA,NA,NA,NA,NA
AFRM,2025-02-14,NA,NA,NA,NA,NA
AFRM,2025-02-15,80.68486,80.694424,80.677408,80.686976,0
AFRM,2025-02-18,NA,NA,NA,NA,NA
AFRM,2025-02-19,NA,NA,NA,NA,NA
AFRM,2025-02-20,NA,NA,NA,NA,NA
AFRM,2025-02-21,71.31745034639458,71.36742182673369,71.25300120921843,71.30946145981494,32284936
AFRM,2025-02-22,68.58592475728156,68.61165291262137,68.56614077669903,68.59575,0
AGNC,2025-01-01,9.198823809523809,9.200240476190476,9.196914285714286,9.199042857142857,NA
AGNC,2025-01-02,NA,NA,NA,NA,NA
AGNC,2025-01-03,NA,NA,NA,NA,NA
AGNC,2025-01-04,9.423292307692307,9.42458717948718,9.420758974358975,9.421405128205128,NA
AGNC,2025-01-06,NA,NA,NA,NA,NA
AGNC,2025-01-07,NA,NA,NA,NA,NA
AGNC,2025-01-08,9.271309572713074,9.275396169473714,9.266867519987079,9.271021902364248,NA
AGNC,2025-01-09,9.295215555555556,9.297417777777778,9.294446666666667,9.29543111111111,NA
AGNC,2025-01-10,NA,NA,NA,NA,NA
AGNC,2025-01-11,9.147080745341615,9.148480124223603,9.146035403726708,9.147440372670808,NA
AGNC,2025-01-13,NA,NA,NA,NA,NA
AGNC,2025-01-14,NA,NA,NA,NA,NA
AGNC,2025-01-15,NA,NA,NA,NA,NA
AGNC,2025-01-16,NA,NA,NA,NA,NA
AGNC,2025-01-17,NA,NA,NA,NA,NA
AGNC,2025-01-18,9.60569833729216,9.606653206650831,9.604042755344418,9.605232779097387,0
AGNC,2025-01-21,9.684987080629808,9.689130691430876,9.68084063346951,9.684997423874632,346672227
AGNC,2025-01-22,NA,NA,NA,NA,NA
AGNC,2025-01-23,NA,NA,NA,NA,NA
AGNC,2025-01-24,NA,NA,NA,NA,NA
AGNC,2025-01-25,9.704271557971014,9.706357427536233,9.702251086956522,9.70461231884058,0
AGNC,2025-01-27,NA,NA,NA,NA,NA
AGNC,2025-01-28,NA,NA,NA,NA,NA
AGNC,2025-01-29,NA,NA,NA,NA,NA
AGNC,2025-01-30,NA,NA,NA,NA,NA
AGNC,2025-01-31,NA,NA,NA,NA,NA
AGNC,2025-02-01,9.945394148020654,9.952722891566266,9.941607573149742,9.946884681583477,0
AGNC,2025-02-03,NA,NA,NA,NA,NA
AGNC,2025-02-04,NA,NA,NA,NA,NA
AGNC,2025-02-05,NA,NA,NA,NA,NA
AGNC,2025-02-06,NA,NA,NA,NA,NA
AGNC,2025-02-07,NA,NA,NA,NA,NA
AGNC,2025-02-08,10.060716835699797,10.062031034482759,10.058713387423936,10.060355172413793,0
AGNC,2025-02-10,NA,NA,NA,NA,NA
AGNC,2025-02-11,NA,NA,NA,NA,NA
AGNC,2025-02-12,NA,NA,NA,NA,NA
AGNC,2025-02-13,NA,NA,NA,NA,NA
AGNC,2025-02-14,NA,NA,NA,NA,NA
AGNC,2025-02-15,10.410793333333334,10.413097777777779,10.409006666666667,10.409997777777779,0
AGNC,2025-02-18,NA,NA,NA,NA,NA
AGNC,2025-02-19,10.472950159904025,10.476833147328646,10.46945529166095,10.47302842417861,79208689
AGNC,2025-02-20,NA,NA,NA,NA,NA
AGNC,2025-02-21,10.550809376829262,10.554707309014221,10.546236667558981,10.550722737629265,144266937
AGNC,2025-02-22,10.537921296296297,10.5395,10.535041666666666,10.536456018518518,0
AI,2025-01-01,34.42351612903226,34.446090322580645,34.4144935483871,34.43642580645161,NA
AI,2025-01-02,NA,NA,NA,NA,NA
AI,2025-01-03,NA,NA,NA,NA,NA
AI,2025-01-04,36.82282272727273,36.831306818181815,36.811606818181815,36.822188636363634,NA
AI,2025-01-06,NA,NA,NA,NA,NA
AI,2025-01-07,NA,NA,NA,NA,NA
AI,2025-01-08,34.296491723938885,34.334974722017726,34.25758114644202,34.29345836459945,NA
AI,2025-01-09,33.275135185185185,33.28698333333333,33.260298148148145,33.27163703703704,NA
AI,2025-01-10,NA,NA,NA,NA,NA
AI,2025-01-11,32.37565612998523,32.37991285081241,32.3661964549483,32.372043131462334,NA
AI,2025-01-13,NA,NA,NA,NA,NA
AI,2025-01-14,NA,NA,NA,NA,NA
AI,2025-01-15,NA,NA,NA,NA,NA
AI,2025-01-16,NA,NA,NA,NA,NA
AI,2025-01-17,NA,NA,NA,NA,NA
AI,2025-01-18,32.04643795620438,32.05482238442822,32.04012165450121,32.045632603406325,0
AI,2025-01-21,32.811216345702164,32.84393116020908,32.777697973210394,32.81379217619646,78807286
AI,2025-01-22,NA,NA,NA,NA,NA
AI,2025-01-23,NA,NA,NA,NA,NA
AI,2025-01-24,NA,NA,NA,NA,NA
AI,2025-01-25,32.86214243589743,32.869925128205125,32.85570923076923,32.862758717948715,0
AI,2025-01-27,NA,NA,NA,NA,NA
AI,2025-01-28,NA,NA,NA,NA,NA
AI,2025-01-29,NA,NA,NA,NA,NA
AI,2025-01-30,NA,NA,NA,NA,NA
AI,2025-01-31,NA,NA,NA,NA,NA
AI,2025-02-01,31.210262485481998,31.231530778164924,31.181698025551682,31.20315900116144,0
AI,2025-02-03,NA,NA,NA,NA,NA
AI,2025-02-04,NA,NA,NA,NA,NA
AI,2025-02-05,NA,NA,NA,NA,NA
AI,2025-02-06,NA,NA,NA,NA,NA
AI,2025-02-07,NA,NA,NA,NA,NA
AI,2025-02-08,33.21888643356643,33.222571748251745,33.2137793006993,33.217464615384614,0
AI,2025-02-10,NA,NA,NA,NA,NA
AI,2025-02-11,NA,NA,NA,NA,NA
AI,2025-02-12,NA,NA,NA,NA,NA
AI,2025-02-13,NA,NA,NA,NA,NA
AI,2025-02-14,NA,NA,NA,NA,NA
AI,2025-02-15,31.591371624266145,31.598784540117418,31.58084540117417,31.59155949119374,0
AI,2025-02-18,NA,NA,NA,NA,NA
AI,2025-02-19,31.4075010353571,31.427709438984817,31.38590679739699,31.405856490639643,16726604
AI,2025-02-20,NA,NA,NA,NA,NA
AI,2025-02-21,29.177807300172326,29.195815846326532,29.155715656457303,29.174794554868768,18998879
AI,2025-02-22,28.502694527363182,28.509273631840795,28.49794825870647,28.50509054726368,0
ALAB,2025-01-01,132.2929894736842,132.3093157894737,132.2914105263158,132.30773684210527,NA
ALAB,2025-01-02,NA,NA,NA,NA,NA
ALAB,2025-01-03,NA,NA,NA,NA,NA
ALAB,2025-01-04,141.1504789473684,141.17574210526317,141.12683684210526,141.1521,NA
ALAB,2025-01-06,NA,NA,NA,NA,NA
ALAB,2025-01-07,NA,NA,NA,NA,NA
ALAB,2025-01-08,NA,NA,NA,NA,NA
ALAB,2025-01-09,130.09283333333332,130.09283333333332,130.09283333333332,130.09283333333332,NA
ALAB,2025-01-10,NA,NA,NA,NA,NA
ALAB,2025-01-11,129.6975,129.6975,129.6975,129.6975,NA
ALAB,2025-01-13,NA,NA,NA,NA,NA
ALAB,2025-01-14,NA,NA,NA,NA,NA
ALAB,2025-01-15,NA,NA,NA,NA,NA
ALAB,2025-01-16,NA,NA,NA,NA,NA
ALAB,2025-01-17,NA,NA,NA,NA,NA
ALAB,2025-01-18,133.22177227722773,133.32870297029703,133.11385148514853,133.22078217821783,0
ALAB,2025-01-21,125.12921199318306,125.26464238385661,124.98093046563318,125.11799555978637,118377707
ALAB,2025-01-22,NA,NA,NA,NA,NA
ALAB,2025-01-23,NA,NA,NA,NA,NA
ALAB,2025-01-24,NA,NA,NA,NA,NA
ALAB,2025-01-25,114.96002154115587,115.00993397548162,114.93015726795096,114.97432977232924,0
ALAB,2025-01-27,NA,NA,NA,NA,NA
ALAB,2025-01-28,NA,NA,NA,NA,NA
ALAB,2025-01-29,NA,NA,NA,NA,NA
ALAB,2025-01-30,NA,NA,NA,NA,NA
ALAB,2025-01-31,NA,NA,NA,NA,NA
ALAB,2025-02-01,101.14377805486284,101.1783216957606,101.11173316708229,101.15151371571072,0
ALAB,2025-02-03,NA,NA,NA,NA,NA
ALAB,2025-02-04,NA,NA,NA,NA,NA
ALAB,2025-02-05,NA,NA,NA,NA,NA
ALAB,2025-02-06,NA,NA,NA,NA,NA
ALAB,2025-02-07,NA,NA,NA,NA,NA
ALAB,2025-02-08,100.93135057736721,100.94945681293302,100.91959260969976,100.93769884526559,0
ALAB,2025-02-10,NA,NA,NA,NA,NA
ALAB,2025-02-11,NA,NA,NA,NA,NA
ALAB,2025-02-12,NA,NA,NA,NA,NA
ALAB,2025-02-13,NA,NA,NA,NA,NA
ALAB,2025-02-14,NA,NA,NA,NA,NA
ALAB,2025-02-15,87.44635472636816,87.4632552238806,87.44635472636816,87.4632552238806,0
ALAB,2025-02-18,NA,NA,NA,NA,NA
ALAB,2025-02-19,90.23269814458607,90.30157632869111,90.15220879899881,90.22426376931983,23304522
ALAB,2025-02-20,NA,NA,NA,NA,NA
ALAB,2025-02-21,NA,NA,NA,NA,NA
ALAB,2025-02-22,85.44958070175439,85.45927192982457,85.44548713450293,85.45517836257311,0
