stockname,timestamp,open,high,low,close,volume
PLUG,2024-12-17,NA,NA,NA,NA,NA
PLUG,2024-12-18,NA,NA,NA,NA,NA
PLUG,2024-12-19,NA,NA,NA,NA,NA
PLUG,2024-12-20,NA,NA,NA,NA,NA
PLUG,2024-12-23,NA,NA,NA,NA,NA
PLUG,2024-12-24,NA,NA,NA,NA,NA
PLUG,2024-12-26,NA,NA,NA,NA,NA
PLUG,2024-12-27,NA,NA,NA,NA,NA
PLUG,2024-12-28,2.3678359375,2.369253125,2.3659921875,2.367725,NA
PLUG,2024-12-30,2.2836319997168895,2.287668516709707,2.2792718678872137,2.2834028086067244,NA
PLUG,2024-12-31,2.2029345825149838,2.206995218315117,2.1985404032854823,2.202699196576201,NA
PONY,2024-12-16,NA,NA,NA,NA,NA
PONY,2024-12-17,NA,NA,NA,NA,NA
PONY,2024-12-18,NA,NA,NA,NA,NA
PONY,2024-12-19,NA,NA,NA,NA,NA
PONY,2024-12-20,NA,NA,NA,NA,NA
PONY,2024-12-21,12.905000000000001,12.905000000000001,12.905000000000001,12.905000000000001,NA
PONY,2024-12-23,NA,NA,NA,NA,NA
PONY,2024-12-24,NA,NA,NA,NA,NA
PONY,2024-12-26,NA,NA,NA,NA,NA
PONY,2024-12-27,NA,NA,NA,NA,NA
PONY,2024-12-28,13.79,13.79,13.79,13.79,NA
PONY,2024-12-30,NA,NA,NA,NA,NA
PONY,2024-12-31,NA,NA,NA,NA,NA
PRIM,2024-12-16,NA,NA,NA,NA,NA
PRIM,2024-12-17,NA,NA,NA,NA,NA
PRIM,2024-12-18,NA,NA,NA,NA,NA
PRIM,2024-12-19,NA,NA,NA,NA,NA
PRIM,2024-12-20,NA,NA,NA,NA,NA
PRIM,2024-12-21,80.65,80.65,80.65,80.65,NA
PRIM,2024-12-23,NA,NA,NA,NA,NA
PRIM,2024-12-24,NA,NA,NA,NA,NA
PRIM,2024-12-26,NA,NA,NA,NA,NA
PRIM,2024-12-27,NA,NA,NA,NA,NA
PRIM,2024-12-28,78.18,78.18,78.18,78.18,NA
PRIM,2024-12-30,NA,NA,NA,NA,NA
PRIM,2024-12-31,NA,NA,NA,NA,NA
PSLV,2024-12-16,NA,NA,NA,NA,NA
PSLV,2024-12-17,NA,NA,NA,NA,NA
PSLV,2024-12-18,NA,NA,NA,NA,NA
PSLV,2024-12-19,NA,NA,NA,NA,NA
PSLV,2024-12-20,NA,NA,NA,NA,NA
PSLV,2024-12-21,9.890016666666668,9.890033333333333,9.890016666666668,9.890033333333333,NA
PSLV,2024-12-23,NA,NA,NA,NA,NA
PSLV,2024-12-24,NA,NA,NA,NA,NA
PSLV,2024-12-26,NA,NA,NA,NA,NA
PSLV,2024-12-27,NA,NA,NA,NA,NA
PSLV,2024-12-28,9.85,9.85,9.85,9.85,NA
PSLV,2024-12-30,NA,NA,NA,NA,NA
PSLV,2024-12-31,NA,NA,NA,NA,NA
PSTG,2024-12-16,NA,NA,NA,NA,NA
PSTG,2024-12-17,NA,NA,NA,NA,NA
PSTG,2024-12-18,NA,NA,NA,NA,NA
PSTG,2024-12-19,NA,NA,NA,NA,NA
PSTG,2024-12-20,NA,NA,NA,NA,NA
PSTG,2024-12-21,64.82,64.84333333333333,64.81866666666666,64.84133333333332,NA
PSTG,2024-12-23,NA,NA,NA,NA,NA
PSTG,2024-12-24,NA,NA,NA,NA,NA
PSTG,2024-12-26,NA,NA,NA,NA,NA
PSTG,2024-12-27,NA,NA,NA,NA,NA
PSTG,2024-12-28,63.6888,63.689911111111115,63.66102222222222,63.66213333333334,NA
PSTG,2024-12-30,NA,NA,NA,NA,NA
PSTG,2024-12-31,NA,NA,NA,NA,NA
PTEN,2024-12-14,7.7165,7.7165,7.7165,7.7165,NA
PTEN,2024-12-16,NA,NA,NA,NA,NA
PTEN,2024-12-17,NA,NA,NA,NA,NA
PTEN,2024-12-18,NA,NA,NA,NA,NA
PTEN,2024-12-19,NA,NA,NA,NA,NA
PTEN,2024-12-20,NA,NA,NA,NA,NA
PTEN,2024-12-21,7.6475,7.6475,7.6375,7.6375,0
PTEN,2024-12-23,NA,NA,NA,NA,NA
PTEN,2024-12-24,NA,NA,NA,NA,NA
PTEN,2024-12-26,NA,NA,NA,NA,NA
PTEN,2024-12-27,NA,NA,NA,NA,NA
PTEN,2024-12-28,7.865511111111111,7.865511111111111,7.865511111111111,7.865511111111111,NA
PTEN,2024-12-30,NA,NA,NA,NA,NA
PTEN,2024-12-31,NA,NA,NA,NA,NA
PTON,2024-12-16,NA,NA,NA,NA,NA
PTON,2024-12-17,NA,NA,NA,NA,NA
PTON,2024-12-18,NA,NA,NA,NA,NA
PTON,2024-12-19,NA,NA,NA,NA,NA
PTON,2024-12-20,NA,NA,NA,NA,NA
PTON,2024-12-21,9.4337,9.4338,9.4337,9.4338,NA
PTON,2024-12-23,NA,NA,NA,NA,NA
PTON,2024-12-24,NA,NA,NA,NA,NA
PTON,2024-12-26,10.005373910909018,10.015816190644763,9.996773905790784,10.007264192127046,NA
PTON,2024-12-27,9.626275944168656,9.635525185227571,9.616966107788086,9.625443334392973,NA
PTON,2024-12-28,9.395465,9.39795,9.392955,9.39794,NA
PTON,2024-12-30,NA,NA,NA,NA,NA
PTON,2024-12-31,NA,NA,NA,NA,NA
QBTS,2024-12-14,4.990666666666667,4.997648333333333,4.980090000000001,4.991618333333333,NA
QBTS,2024-12-16,NA,NA,NA,NA,NA
QBTS,2024-12-17,NA,NA,NA,NA,NA
QBTS,2024-12-18,NA,NA,NA,NA,NA
QBTS,2024-12-19,NA,NA,NA,NA,NA
QBTS,2024-12-20,NA,NA,NA,NA,NA
QBTS,2024-12-21,6.9517983333333335,6.961486666666667,6.940355,6.953961666666666,NA
QBTS,2024-12-23,NA,NA,NA,NA,NA
QBTS,2024-12-24,NA,NA,NA,NA,NA
QBTS,2024-12-26,8.899654416815979,8.926742329467084,8.873350618979243,8.90145183998496,NA
QBTS,2024-12-27,10.0130689530406,10.049223946297284,9.973930761425873,10.013437980818521,NA
QBTS,2024-12-28,9.835476666666667,9.843788333333332,9.823018333333334,9.83604,NA
QBTS,2024-12-30,9.373250534878752,9.401315375201936,9.342563857858137,9.370518082663592,NA
QBTS,2024-12-31,8.854847319885069,8.872869310334389,8.83612044351572,8.85397831118888,NA
QMCO,2024-12-14,18.08888888888889,18.114544444444444,18.08887777777778,18.114533333333334,NA
QMCO,2024-12-16,NA,NA,NA,NA,NA
QMCO,2024-12-17,NA,NA,NA,NA,NA
QMCO,2024-12-18,NA,NA,NA,NA,NA
QMCO,2024-12-19,NA,NA,NA,NA,NA
QMCO,2024-12-20,NA,NA,NA,NA,NA
QMCO,2024-12-23,NA,NA,NA,NA,NA
QMCO,2024-12-24,NA,NA,NA,NA,NA
QMCO,2024-12-26,NA,NA,NA,NA,NA
QMCO,2024-12-27,NA,NA,NA,NA,NA
QMCO,2024-12-28,70.11934571428571,70.20214285714286,70.05014,70.14592857142857,NA
QMCO,2024-12-30,NA,NA,NA,NA,NA
QMCO,2024-12-31,NA,NA,NA,NA,NA
QS,2024-12-14,4.9090428571428575,4.91047619047619,4.906671428571428,4.908109523809524,NA
